wojewodztwo_teryt;wojewodztwo_nazwa;powiat_teryt;powiat_nazwa;gmina_teryt;gmina_nazwa;kategoria;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;%_ zaszczepionych;%_zaszczepionych_pe�n�_dawk�
14;mazowieckie;1405;grodziski;1405043;gm.m-w. Grodzisk Mazowiecki;;49948;27198;25897;54,4526;51,8479
30;wielkopolskie;3021;poznański;3021062;gm.w Kleszczewo;Poznański;9343;5229;4842;55,967;51,8249
24;śląskie;2413;tarnogórski;2413072;gm.w Świerklaniec;Katowicki;12505;6755;6480;54,0184;51,8193
10;łódzkie;1014;sieradzki;1014011;Sieradz;;41390;22377;21442;54,0638;51,8048
12;małopolskie;1213;oświęcimski;1213062;gm.w Oświęcim;Bielski;18629;10209;9634;54,8017;51,7151
10;łódzkie;1020;zgierski;1020011;Głowno;Łódzki;13961;7892;7216;56,5289;51,6868
2;dolnośląskie;223;wrocławski;223043;gm.m-w. Kąty Wrocławskie;Wrocławski;26032;14212;13452;54,5943;51,6749
14;mazowieckie;1434;wołomiński;1434031;Ząbki;;38546;20964;19914;54,387;51,6629
26;świętokrzyskie;2661;Kielce;2661011;Kielce;;193415;104670;99825;54,1168;51,6118
30;wielkopolskie;3003;gnieźnieński;3003011;Gniezno;;67570;36655;34858;54,2474;51,588
22;pomorskie;2211;pucki;2211052;gm.w Kosakowo;Gdański;16419;8892;8470;54,1568;51,5866
12;małopolskie;1212;olkuski;1212053;gm.m-w. Olkusz;;48206;25950;24860;53,8315;51,5703
4;kujawsko-pomorskie;407;inowrocławski;407063;gm.m-w. Kruszwica;Bydgoski;19012;10268;9790;54,008;51,4938
14;mazowieckie;1418;piaseczyński;1418063;gm.m-w. Tarczyn;Warszawski;11594;6235;5959;53,7778;51,3973
24;śląskie;2413;tarnogórski;2413041;Tarnowskie Góry;;61756;33007;31735;53,4474;51,3877
26;świętokrzyskie;2602;jędrzejowski;2602023;gm.m-w. Jędrzejów;Kielecki;27715;14938;14242;53,8986;51,3873
22;pomorskie;2211;pucki;2211043;gm.m-w. Władysławowo;Gdański;15293;8277;7858;54,1228;51,383
22;pomorskie;2203;człuchowski;2203011;Człuchów;Słupski;13479;7259;6925;53,8541;51,3762
22;pomorskie;2263;Słupsk;2263011;Słupsk;;89780;48216;46107;53,7046;51,3555
24;śląskie;2461;Bielsko-Biała;2461011;Bielsko-Biała;;169756;91453;87173;53,8732;51,3519
28;warmińsko-mazurskie;2801;bartoszycki;2801011;Bartoszyce;Olsztyński;22984;12344;11790;53,7069;51,2966
26;świętokrzyskie;2609;sandomierski;2609093;gm.m-w. Zawichost;Tarnobrzeski;4328;2337;2219;53,9972;51,2708
28;warmińsko-mazurskie;2807;iławski;2807011;Iława;;33206;17762;17013;53,4903;51,2347
24;śląskie;2413;tarnogórski;2413062;gm.w Ożarowice;Katowicki;5806;3114;2974;53,6342;51,2229
24;śląskie;2413;tarnogórski;2413031;Radzionków;Katowicki;16903;8971;8655;53,0734;51,2039
2;dolnośląskie;220;trzebnicki;220013;gm.m-w. Oborniki Śląskie;Wrocławski;20287;10835;10387;53,4086;51,2003
2;dolnośląskie;214;oleśnicki;214011;Oleśnica;;36979;19808;18928;53,5655;51,1858
4;kujawsko-pomorskie;402;brodnicki;402011;Brodnica;Toruński;28701;15421;14683;53,7298;51,1585
4;kujawsko-pomorskie;412;rypiński;412011;Rypin;Włocławski;15999;8662;8182;54,1409;51,1407
12;małopolskie;1213;oświęcimski;1213033;gm.m-w. Chełmek;Bielski;12837;6845;6560;53,3224;51,1023
24;śląskie;2405;gliwicki;2405011;Knurów;;37801;20078;19315;53,115;51,0965
2;dolnośląskie;215;oławski;215011;Oława;;33087;17788;16897;53,7613;51,0684
24;śląskie;2402;bielski;2402022;gm.w Bestwina;Katowicki;11950;6411;6102;53,6485;51,0628
8;lubuskie;809;zielonogórski;809072;gm.w Świdnica;Zielonogórski;6685;3555;3412;53,1788;51,0396
10;łódzkie;1008;pabianicki;1008011;Konstantynów Łódzki;Łódzki;18335;9896;9356;53,9733;51,0281
12;małopolskie;1212;olkuski;1212042;gm.w Klucze;Katowicki;14909;8015;7606;53,7595;51,0162
2;dolnośląskie;208;kłodzki;208051;Polanica-Zdrój;Wałbrzyski;6228;3332;3176;53,5003;50,9955
24;śląskie;2472;Ruda Śląska;2472011;Ruda Śląska;;136423;72608;69536;53,2227;50,9709
26;świętokrzyskie;2609;sandomierski;2609011;Sandomierz;Tarnobrzeski;22997;12187;11709;52,9939;50,9153
12;małopolskie;1206;krakowski;1206032;gm.w Iwanowice;Krakowski;9215;4934;4691;53,5431;50,9061
12;małopolskie;1206;krakowski;1206113;gm.m-w. Skawina;;43751;23508;22267;53,7313;50,8948
24;śląskie;2464;Częstochowa;2464011;Częstochowa;;217530;115927;110622;53,2924;50,8537
22;pomorskie;2209;malborski;2209011;Malbork;;38101;20407;19362;53,5603;50,8176
4;kujawsko-pomorskie;411;radziejowski;411022;gm.w Bytoń;Włocławski;3411;1871;1733;54,8519;50,8062
30;wielkopolskie;3016;obornicki;3016013;gm.m-w. Oborniki;;34185;18287;17368;53,4942;50,8059
24;śląskie;2404;częstochowski;2404042;gm.w Kamienica Polska;Częstochowski;5514;2903;2800;52,6478;50,7798
10;łódzkie;1008;pabianicki;1008052;gm.w Ksawerów;Łódzki;7661;4094;3888;53,4395;50,7506
32;zachodniopomorskie;3213;sławieński;3213011;Darłowo;Koszaliński;13574;7209;6886;53,1089;50,7293
30;wielkopolskie;3019;pilski;3019011;Piła;;72527;38807;36780;53,507;50,7121
14;mazowieckie;1402;ciechanowski;1402011;Ciechanów;;43883;23744;22247;54,1075;50,6962
24;śląskie;2402;bielski;2402072;gm.w Kozy;Bielski;13091;6906;6632;52,7538;50,6608
30;wielkopolskie;3062;Konin;3062011;Konin;;72539;38769;36739;53,4457;50,6472
24;śląskie;2471;Piekary Śląskie;2471011;Piekary Śląskie;;54702;28993;27698;53,0017;50,6343
32;zachodniopomorskie;3263;Świnoujście;3263011;Świnoujście;;40948;21937;20733;53,5728;50,6325
22;pomorskie;2204;gdański;2204042;gm.w Pruszcz Gdański;;32184;17093;16288;53,1102;50,609
10;łódzkie;1008;pabianicki;1008021;Pabianice;;63945;34024;32358;53,2082;50,6029
30;wielkopolskie;3011;kościański;3011023;gm.m-w. Czempiń;Poznański;11531;6201;5834;53,7768;50,5941
22;pomorskie;2215;wejherowski;2215021;Rumia;;49536;26427;25062;53,3491;50,5935
8;lubuskie;811;żarski;811011;Łęknica;Zielonogórski;2396;1289;1212;53,798;50,5843
24;śląskie;2404;częstochowski;2404162;gm.w Starcza;Częstochowski;2853;1485;1443;52,0505;50,5783
32;zachodniopomorskie;3261;Koszalin;3261011;Koszalin;;106235;56161;53694;52,8649;50,5427
30;wielkopolskie;3005;grodziski;3005012;gm.w Granowo;Poznański;5087;2735;2571;53,7645;50,5406
8;lubuskie;807;sulęciński;807043;gm.m-w. Sulęcin;Gorzowski;15633;8255;7900;52,805;50,5341
14;mazowieckie;1408;legionowski;1408052;gm.w Wieliszew;Warszawski;16053;8497;8112;52,9309;50,5326
24;śląskie;2416;zawierciański;2416021;Zawiercie;;48703;25889;24605;53,1569;50,5205
2;dolnośląskie;223;wrocławski;223092;gm.w Żórawina;Wrocławski;11406;6056;5760;53,0949;50,4997
6;lubelskie;614;puławski;614011;Puławy;;46965;24829;23700;52,867;50,4631
10;łódzkie;1005;łowicki;1005092;gm.w Nieborów;Skierniewicki;9357;5057;4720;54,0451;50,4435
2;dolnośląskie;220;trzebnicki;220042;gm.w Wisznia Mała;Wrocławski;10624;5600;5355;52,7108;50,4047
4;kujawsko-pomorskie;404;chełmiński;404011;Chełmno;Toruński;19205;10209;9666;53,158;50,3306
30;wielkopolskie;3022;rawicki;3022053;gm.m-w. Rawicz;;30299;16003;15247;52,8169;50,3218
8;lubuskie;810;żagański;810021;Żagań;Zielonogórski;25265;13164;12708;52,1037;50,2988
10;łódzkie;1017;wieluński;1017093;gm.m-w. Wieluń;;31137;16382;15647;52,6126;50,2521
24;śląskie;2403;cieszyński;2403011;Cieszyn;;33981;17851;17073;52,5323;50,2428
14;mazowieckie;1419;płocki;1419122;gm.w Słupno;Płocki;8129;4283;4081;52,6879;50,203
12;małopolskie;1208;miechowski;1208053;gm.m-w. Miechów;Kielecki;19494;10310;9783;52,8881;50,1847
6;lubelskie;663;Lublin;663011;Lublin;;338586;177576;169824;52,4464;50,1568
24;śląskie;2402;bielski;2402062;gm.w Jaworze;Bielski;7443;3908;3733;52,5057;50,1545
30;wielkopolskie;3027;turecki;3027011;Turek;Koniński;26441;13979;13254;52,8687;50,1267
14;mazowieckie;1428;sochaczewski;1428011;Sochaczew;;35891;19083;17981;53,1693;50,0989
32;zachodniopomorskie;3202;choszczeński;3202012;gm.w Bierzwnik;Gorzowski;4666;2442;2336;52,336;50,0643
14;mazowieckie;1417;otwocki;1417072;gm.w Sobienie-Jeziory;Siedlecki;6356;3345;3181;52,6274;50,0472
32;zachodniopomorskie;3207;kamieński;3207043;gm.m-w. Międzyzdroje;Szczeciński;6398;3390;3202;52,9853;50,0469
2;dolnośląskie;261;Jelenia Góra;261011;Jelenia Góra;;78335;41307;39160;52,7312;49,9904
2;dolnośląskie;219;świdnicki;219011;Świdnica;;56222;29428;28104;52,3425;49,9875
30;wielkopolskie;3028;wągrowiecki;3028011;Wągrowiec;Pilski;25607;13662;12790;53,3526;49,9473
24;śląskie;2470;Mysłowice;2470011;Mysłowice;;74559;38827;37238;52,0755;49,9443
12;małopolskie;1213;oświęcimski;1213023;gm.m-w. Brzeszcze;Katowicki;21103;11003;10538;52,1395;49,936
24;śląskie;2401;będziński;2401081;Sławków;Katowicki;6935;3673;3463;52,9632;49,9351
30;wielkopolskie;3030;wrzesiński;3030053;gm.m-w. Września;;47425;24984;23676;52,6811;49,923
30;wielkopolskie;3014;międzychodzki;3014043;gm.m-w. Sieraków;Poznański;8641;4693;4312;54,3108;49,9016
30;wielkopolskie;3017;ostrowski;3017011;Ostrów Wielkopolski;;71560;37343;35695;52,1842;49,8812
30;wielkopolskie;3063;Leszno;3063011;Leszno;;62854;33034;31351;52,5567;49,8791
32;zachodniopomorskie;3208;kołobrzeski;3208022;gm.w Dygowo;Koszaliński;5609;2934;2797;52,3088;49,8663
8;lubuskie;806;strzelecko-drezdenecki;806043;gm.m-w. Strzelce Krajeńskie;Gorzowski;16809;8685;8375;51,6687;49,8245
8;lubuskie;805;słubicki;805053;gm.m-w. Słubice;Gorzowski;20145;10574;10037;52,4895;49,8238
28;warmińsko-mazurskie;2809;lidzbarski;2809011;Lidzbark Warmiński;Olsztyński;15489;8145;7717;52,5857;49,8225
24;śląskie;2416;zawierciański;2416042;gm.w Kroczyce;Częstochowski;6239;3258;3108;52,2199;49,8157
10;łódzkie;1005;łowicki;1005102;gm.w Zduny;Skierniewicki;5672;2952;2825;52,0451;49,8061
14;mazowieckie;1417;otwocki;1417032;gm.w Celestynów;Warszawski;11701;6158;5823;52,628;49,765
24;śląskie;2402;bielski;2402043;gm.m-w. Czechowice-Dziedzice;;45490;23742;22619;52,1917;49,723
30;wielkopolskie;3030;wrzesiński;3030033;gm.m-w. Nekla;Poznański;7617;3990;3787;52,3828;49,7177
12;małopolskie;1219;wielicki;1219053;gm.m-w. Wieliczka;;61233;32095;30442;52,4145;49,715
12;małopolskie;1213;oświęcimski;1213072;gm.w Polanka Wielka;Bielski;4318;2351;2146;54,4465;49,6989
30;wielkopolskie;3014;międzychodzki;3014012;gm.w Chrzypsko Wielkie;Poznański;3306;1794;1643;54,265;49,6975
26;świętokrzyskie;2602;jędrzejowski;2602063;gm.m-w. Sędziszów;Kielecki;12352;6487;6135;52,5178;49,6681
14;mazowieckie;1406;grójecki;1406053;gm.m-w. Grójec;Radomski;25882;13645;12849;52,72;49,6445
4;kujawsko-pomorskie;417;wąbrzeski;417011;Wąbrzeźno;Toruński;13400;6992;6651;52,1791;49,6343
14;mazowieckie;1417;otwocki;1417082;gm.w Wiązowna;Warszawski;13330;6981;6615;52,3706;49,6249
22;pomorskie;2214;tczewski;2214011;Tczew;;59430;31016;29453;52,1891;49,5591
4;kujawsko-pomorskie;413;sępoleński;413023;gm.m-w. Sępólno Krajeńskie;Bydgoski;15761;8119;7810;51,5132;49,5527
2;dolnośląskie;203;głogowski;203011;Głogów;;66120;34358;32730;51,9631;49,5009
6;lubelskie;616;rycki;616011;Dęblin;Lubelski;15887;8238;7863;51,8537;49,4933
2;dolnośląskie;226;złotoryjski;226021;Złotoryja;Legnicki;15273;7899;7559;51,7187;49,4926
8;lubuskie;802;krośnieński;802063;gm.m-w. Krosno Odrzańskie;Zielonogórski;17589;9180;8705;52,1917;49,4912
8;lubuskie;861;Gorzów Wielkopolski;861011;Gorzów Wielkopolski;;122589;64195;60656;52,366;49,4792
14;mazowieckie;1434;wołomiński;1434021;Marki;;36816;19211;18216;52,1811;49,4785
28;warmińsko-mazurskie;2861;Elbląg;2861011;Elbląg;;118582;61230;58669;51,6352;49,4755
30;wielkopolskie;3023;słupecki;3023042;gm.w Ostrowite;Koniński;5054;2634;2500;52,1171;49,4658
14;mazowieckie;1422;przasnyski;1422011;Przasnysz;Ostrołęcki;17055;8873;8436;52,0258;49,4635
30;wielkopolskie;3019;pilski;3019073;gm.m-w. Ujście;Pilski;7946;4196;3930;52,8064;49,4588
12;małopolskie;1213;oświęcimski;1213093;gm.m-w. Zator;Bielski;9231;4855;4565;52,5945;49,4529
32;zachodniopomorskie;3214;stargardzki;3214053;gm.m-w. Ińsko;Szczeciński;3318;1721;1640;51,8686;49,4274
24;śląskie;2414;bieruńsko-lędziński;2414021;Imielin;Katowicki;9269;4811;4581;51,9042;49,4228
10;łódzkie;1021;brzeziński;1021052;gm.w Rogów;Skierniewicki;4656;2426;2300;52,1048;49,3986
32;zachodniopomorskie;3214;stargardzki;3214011;Stargard;;67579;35092;33368;51,9274;49,3763
8;lubuskie;803;międzyrzecki;803023;gm.m-w. Międzyrzecz;Gorzowski;24657;12884;12172;52,2529;49,3653
12;małopolskie;1206;krakowski;1206042;gm.w Jerzmanowice-Przeginia;Krakowski;10955;5628;5406;51,3738;49,3473
12;małopolskie;1208;miechowski;1208072;gm.w Słaboszów;Kielecki;3487;1805;1720;51,7637;49,3261
32;zachodniopomorskie;3202;choszczeński;3202023;gm.m-w. Choszczno;Gorzowski;21529;11198;10613;52,0136;49,2963
12;małopolskie;1203;chrzanowski;1203013;gm.m-w. Alwernia;Krakowski;12490;6421;6157;51,4091;49,2954
12;małopolskie;1206;krakowski;1206052;gm.w Kocmyrzów-Luborzyca;Krakowski;16020;8427;7897;52,603;49,2946
28;warmińsko-mazurskie;2806;giżycki;2806011;Giżycko;Suwalski;28964;14903;14276;51,4535;49,2888
28;warmińsko-mazurskie;2817;szczycieński;2817011;Szczytno;Olsztyński;22813;11806;11238;51,7512;49,2614
12;małopolskie;1212;olkuski;1212011;Bukowno;Katowicki;9976;5104;4914;51,1628;49,2582
32;zachodniopomorskie;3215;szczecinecki;3215011;Szczecinek;;39827;20479;19613;51,4199;49,2455
6;lubelskie;611;łukowski;611021;Stoczek Łukowski;Siedlecki;2480;1313;1221;52,9435;49,2339
8;lubuskie;811;żarski;811021;Żary;;37052;18887;18235;50,9743;49,2146
4;kujawsko-pomorskie;462;Grudziądz;462011;Grudziądz;;93564;48463;46011;51,7966;49,176
10;łódzkie;1062;Piotrków Trybunalski;1062011;Piotrków Trybunalski;;72250;37687;35527;52,1619;49,1723
30;wielkopolskie;3008;kępiński;3008033;gm.m-w. Kępno;Kaliski;24375;12579;11984;51,6062;49,1651
12;małopolskie;1206;krakowski;1206063;gm.m-w. Krzeszowice;;32104;16465;15783;51,2864;49,1621
2;dolnośląskie;210;lubański;210011;Lubań;Jeleniogórski;20723;10694;10185;51,6045;49,1483
14;mazowieckie;1412;miński;1412073;gm.m-w. Halinów;Warszawski;16438;8501;8075;51,7155;49,124
24;śląskie;2404;częstochowski;2404013;gm.m-w. Blachownia;Częstochowski;12831;6661;6303;51,9133;49,1232
10;łódzkie;1006;łódzki wschodni;1006082;gm.w Nowosolna;Łódzki;5159;2645;2534;51,2696;49,118
14;mazowieckie;1403;garwoliński;1403021;Łaskarzew;Siedlecki;4809;2485;2362;51,6739;49,1162
24;śląskie;2416;zawierciański;2416092;gm.w Włodowice;Częstochowski;5203;2668;2555;51,2781;49,1063
8;lubuskie;809;zielonogórski;809092;gm.w Zabór;Zielonogórski;4409;2257;2165;51,1907;49,1041
28;warmińsko-mazurskie;2814;olsztyński;2814112;gm.w Stawiguda;Olsztyński;11204;5775;5499;51,5441;49,0807
8;lubuskie;808;świebodziński;808053;gm.m-w. Świebodzin;Zielonogórski;29837;15415;14640;51,664;49,0666
14;mazowieckie;1432;warszawski zachodni;1432032;gm.w Kampinos;Warszawski;4348;2236;2133;51,4259;49,057
14;mazowieckie;1434;wołomiński;1434011;Kobyłka;Warszawski;25149;12945;12333;51,4732;49,0397
4;kujawsko-pomorskie;415;toruński;415042;gm.w Lubicz;Toruński;20389;10487;9998;51,4346;49,0362
32;zachodniopomorskie;3208;kołobrzeski;3208042;gm.w Kołobrzeg;Koszaliński;10964;5650;5374;51,5323;49,015
14;mazowieckie;1420;płoński;1420011;Płońsk;Ciechanowski;21924;11302;10744;51,5508;49,0057
28;warmińsko-mazurskie;2819;węgorzewski;2819033;gm.m-w. Węgorzewo;Suwalski;16443;8390;8055;51,0248;48,9874
30;wielkopolskie;3006;jarociński;3006023;gm.m-w. Jarocin;;45801;23585;22426;51,4945;48,964
32;zachodniopomorskie;3206;gryfiński;3206043;gm.m-w. Gryfino;;31626;16376;15484;51,7802;48,9597
