wojewodztwo_teryt;wojewodztwo_nazwa;powiat_teryt;powiat_nazwa;gmina_teryt;gmina_nazwa;kategoria;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;%_zsszczepionych;%_zaszczepionych_pe�n�_dawk�
10;łódzkie;1021;brzeziński;1021052;gm.w Rogów;Skierniewicki;4656;2484;2403;53,3505;51,6108
6;lubelskie;663;Lublin;663011;Lublin;;338586;181293;174662;53,5442;51,5857
12;małopolskie;1213;oświęcimski;1213023;gm.m-w. Brzeszcze;Katowicki;21103;11233;10886;53,2294;51,5851
24;śląskie;2470;Mysłowice;2470011;Mysłowice;;74559;39743;38448;53,3041;51,5672
14;mazowieckie;1417;otwocki;1417082;gm.w Wiązowna;Warszawski;13330;7151;6869;53,6459;51,5304
10;łódzkie;1005;łowicki;1005102;gm.w Zduny;Skierniewicki;5672;3005;2922;52,9795;51,5162
8;lubuskie;802;krośnieński;802063;gm.m-w. Krosno Odrzańskie;Zielonogórski;17589;9392;9057;53,397;51,4924
14;mazowieckie;1417;otwocki;1417032;gm.w Celestynów;Warszawski;11701;6303;6025;53,8672;51,4913
14;mazowieckie;1434;wołomiński;1434021;Marki;;36816;19738;18957;53,6126;51,4912
26;świętokrzyskie;2602;jędrzejowski;2602093;gm.m-w. Wodzisław;Kielecki;6893;3724;3549;54,0258;51,487
24;śląskie;2402;bielski;2402043;gm.m-w. Czechowice-Dziedzice;;45490;24427;23410;53,6975;51,4619
2;dolnośląskie;203;głogowski;203011;Głogów;;66120;35233;34017;53,2864;51,4474
32;zachodniopomorskie;3214;stargardzki;3214053;gm.m-w. Ińsko;Szczeciński;3318;1759;1707;53,0139;51,4467
4;kujawsko-pomorskie;413;sępoleński;413023;gm.m-w. Sępólno Krajeńskie;Bydgoski;15761;8320;8108;52,7885;51,4434
30;wielkopolskie;3008;kępiński;3008033;gm.m-w. Kępno;Kaliski;24375;12932;12539;53,0544;51,4421
8;lubuskie;861;Gorzów Wielkopolski;861011;Gorzów Wielkopolski;;122589;66246;63007;54,0391;51,3969
8;lubuskie;803;międzyrzecki;803023;gm.m-w. Międzyrzecz;Gorzowski;24657;13257;12670;53,7657;51,385
14;mazowieckie;1422;przasnyski;1422011;Przasnysz;Ostrołęcki;17055;9100;8752;53,3568;51,3163
14;mazowieckie;1420;płoński;1420011;Płońsk;Ciechanowski;21924;11720;11250;53,4574;51,3136
10;łódzkie;1062;Piotrków Trybunalski;1062011;Piotrków Trybunalski;;72250;38677;37069;53,5322;51,3066
30;wielkopolskie;3015;nowotomyski;3015043;gm.m-w. Nowy Tomyśl;Poznański;27194;14750;13944;54,2399;51,276
30;wielkopolskie;3006;jarociński;3006023;gm.m-w. Jarocin;;45801;24568;23476;53,6408;51,2565
4;kujawsko-pomorskie;462;Grudziądz;462011;Grudziądz;;93564;49797;47945;53,2224;51,243
24;śląskie;2416;zawierciański;2416042;gm.w Kroczyce;Częstochowski;6239;3313;3196;53,1015;51,2262
32;zachodniopomorskie;3206;gryfiński;3206043;gm.m-w. Gryfino;;31626;16829;16195;53,2125;51,2079
30;wielkopolskie;3030;wrzesiński;3030023;gm.m-w. Miłosław;Poznański;10144;5421;5192;53,4405;51,183
32;zachodniopomorskie;3214;stargardzki;3214011;Stargard;;67579;35929;34588;53,1659;51,1816
24;śląskie;2417;żywiecki;2417011;Żywiec;;30733;16438;15724;53,4865;51,1632
12;małopolskie;1203;chrzanowski;1203013;gm.m-w. Alwernia;Krakowski;12490;6590;6390;52,7622;51,1609
24;śląskie;2416;zawierciański;2416063;gm.m-w. Ogrodzieniec;Katowicki;9018;4783;4612;53,0384;51,1422
30;wielkopolskie;3029;wolsztyński;3029033;gm.m-w. Wolsztyn;;30517;16229;15599;53,1802;51,1158
2;dolnośląskie;226;złotoryjski;226021;Złotoryja;Legnicki;15273;8033;7804;52,5961;51,0967
30;wielkopolskie;3025;średzki;3025052;gm.w Zaniemyśl;Poznański;6948;3705;3550;53,3247;51,0938
32;zachodniopomorskie;3208;kołobrzeski;3208042;gm.w Kołobrzeg;Koszaliński;10964;5811;5599;53,0007;51,0671
12;małopolskie;1206;krakowski;1206042;gm.w Jerzmanowice-Przeginia;Krakowski;10955;5830;5593;53,2177;51,0543
14;mazowieckie;1412;miński;1412073;gm.m-w. Halinów;Warszawski;16438;8725;8391;53,0782;51,0464
14;mazowieckie;1401;białobrzeski;1401013;gm.m-w. Białobrzegi;Radomski;10236;5459;5224;53,3314;51,0356
2;dolnośląskie;220;trzebnicki;220033;gm.m-w. Trzebnica;Wrocławski;24442;13009;12467;53,224;51,0065
24;śląskie;2404;częstochowski;2404072;gm.w Konopiska;Częstochowski;10728;5698;5471;53,1133;50,9974
28;warmińsko-mazurskie;2861;Elbląg;2861011;Elbląg;;118582;62608;60462;52,7972;50,9875
4;kujawsko-pomorskie;411;radziejowski;411053;gm.m-w. Piotrków Kujawski;Włocławski;9192;4877;4686;53,057;50,9791
28;warmińsko-mazurskie;2812;nowomiejski;2812011;Nowe Miasto Lubawskie;Toruński;10709;5698;5458;53,2076;50,9665
6;lubelskie;616;rycki;616011;Dęblin;Lubelski;15887;8381;8097;52,7538;50,9662
8;lubuskie;805;słubicki;805043;gm.m-w. Rzepin;Gorzowski;9678;5154;4931;53,2548;50,9506
4;kujawsko-pomorskie;401;aleksandrowski;401092;gm.w Zakrzewo;Włocławski;3480;1834;1773;52,7011;50,9483
2;dolnośląskie;210;lubański;210011;Lubań;Jeleniogórski;20723;10909;10552;52,642;50,9193
28;warmińsko-mazurskie;2817;szczycieński;2817011;Szczytno;Olsztyński;22813;12101;11611;53,0443;50,8964
24;śląskie;2404;częstochowski;2404013;gm.m-w. Blachownia;Częstochowski;12831;6798;6525;52,9811;50,8534
14;mazowieckie;1414;nowodworski;1414063;gm.m-w. Zakroczym;Warszawski;5986;3192;3044;53,3244;50,852
8;lubuskie;809;zielonogórski;809092;gm.w Zabór;Zielonogórski;4409;2322;2242;52,665;50,8505
24;śląskie;2401;będziński;2401081;Sławków;Katowicki;6935;3742;3526;53,9582;50,8435
24;śląskie;2416;zawierciański;2416092;gm.w Włodowice;Częstochowski;5203;2729;2645;52,4505;50,8361
12;małopolskie;1206;krakowski;1206063;gm.m-w. Krzeszowice;;32104;16988;16311;52,9155;50,8068
24;śląskie;2408;mikołowski;2408011;Łaziska Górne;Katowicki;22130;11564;11241;52,2549;50,7953
2;dolnośląskie;207;kamiennogórski;207011;Kamienna Góra;Jeleniogórski;18585;9773;9440;52,5854;50,7937
8;lubuskie;811;żarski;811021;Żary;;37052;19428;18820;52,4344;50,7935
14;mazowieckie;1414;nowodworski;1414022;gm.w Czosnów;Warszawski;9971;5300;5064;53,1541;50,7873
4;kujawsko-pomorskie;415;toruński;415042;gm.w Lubicz;Toruński;20389;10710;10353;52,5283;50,7774
28;warmińsko-mazurskie;2806;giżycki;2806011;Giżycko;Suwalski;28964;15257;14707;52,6757;50,7768
32;zachodniopomorskie;3217;wałecki;3217011;Wałcz;Pilski;24949;13170;12667;52,7877;50,7716
28;warmińsko-mazurskie;2819;węgorzewski;2819033;gm.m-w. Węgorzewo;Suwalski;16443;8620;8348;52,4235;50,7693
24;śląskie;2402;bielski;2402102;gm.w Wilkowice;Bielski;13382;7019;6793;52,4511;50,7622
24;śląskie;2408;mikołowski;2408052;gm.w Wyry;Katowicki;8600;4490;4365;52,2093;50,7558
8;lubuskie;808;świebodziński;808012;gm.w Lubrza;Zielonogórski;3602;1900;1828;52,7485;50,7496
14;mazowieckie;1432;warszawski zachodni;1432032;gm.w Kampinos;Warszawski;4348;2305;2205;53,0129;50,713
8;lubuskie;809;zielonogórski;809033;gm.m-w. Czerwieńsk;Zielonogórski;10041;5306;5091;52,8433;50,7021
8;lubuskie;809;zielonogórski;809063;gm.m-w. Sulechów;Zielonogórski;26540;13966;13452;52,6225;50,6858
8;lubuskie;808;świebodziński;808053;gm.m-w. Świebodzin;Zielonogórski;29837;15772;15123;52,8605;50,6854
4;kujawsko-pomorskie;415;toruński;415082;gm.w Wielka Nieszawka;Toruński;5278;2787;2675;52,8041;50,6821
12;małopolskie;1212;olkuski;1212011;Bukowno;Katowicki;9976;5255;5056;52,6764;50,6816
14;mazowieckie;1403;garwoliński;1403021;Łaskarzew;Siedlecki;4809;2547;2437;52,9632;50,6758
4;kujawsko-pomorskie;411;radziejowski;411032;gm.w Dobre;Włocławski;5296;2763;2683;52,1715;50,6609
10;łódzkie;1004;łęczycki;1004082;gm.w Witonia;Płocki;3201;1683;1621;52,5773;50,6404
30;wielkopolskie;3014;międzychodzki;3014033;gm.m-w. Międzychód;Gorzowski;18309;9589;9266;52,3731;50,609
14;mazowieckie;1434;wołomiński;1434011;Kobyłka;Warszawski;25149;13244;12726;52,6621;50,6024
14;mazowieckie;1437;żuromiński;1437063;gm.m-w. Żuromin;Ciechanowski;14189;7485;7178;52,7521;50,5885
2;dolnośląskie;221;wałbrzyski;221063;gm.m-w. Mieroszów;Wałbrzyski;6586;3446;3331;52,3231;50,577
30;wielkopolskie;3023;słupecki;3023052;gm.w Powidz;Koniński;2320;1213;1173;52,2845;50,5603
8;lubuskie;804;nowosolski;804011;Nowa Sól;;38191;20090;19308;52,604;50,5564
30;wielkopolskie;3008;kępiński;3008012;gm.w Baranów;Kaliski;8020;4197;4054;52,3317;50,5486
24;śląskie;2410;pszczyński;2410012;gm.w Goczałkowice-Zdrój;Katowicki;6735;3529;3403;52,3979;50,5271
12;małopolskie;1203;chrzanowski;1203022;gm.w Babice;Katowicki;9084;4720;4588;51,9595;50,5064
32;zachodniopomorskie;3215;szczecinecki;3215011;Szczecinek;;39827;20882;20115;52,4318;50,5059
4;kujawsko-pomorskie;411;radziejowski;411062;gm.w Radziejów;Włocławski;4360;2289;2202;52,5;50,5046
30;wielkopolskie;3015;nowotomyski;3015053;gm.m-w. Opalenica;Poznański;16357;8728;8260;53,3594;50,4983
30;wielkopolskie;3020;pleszewski;3020063;gm.m-w. Pleszew;Kaliski;29596;15447;14939;52,1929;50,4764
28;warmińsko-mazurskie;2801;bartoszycki;2801021;Górowo Iławeckie;Olsztyński;3887;2085;1962;53,6403;50,4759
10;łódzkie;1006;łódzki wschodni;1006082;gm.w Nowosolna;Łódzki;5159;2699;2604;52,3163;50,4749
12;małopolskie;1208;miechowski;1208032;gm.w Kozłów;Kielecki;4557;2447;2300;53,6976;50,4718
24;śląskie;2463;Chorzów;2463011;Chorzów;;106846;56018;53906;52,4287;50,4521
6;lubelskie;616;rycki;616052;gm.w Stężyca;Lubelski;5105;2709;2575;53,0656;50,4407
14;mazowieckie;1420;płoński;1420021;Raciąż;Ciechanowski;4390;2288;2214;52,1185;50,4328
28;warmińsko-mazurskie;2814;olsztyński;2814112;gm.w Stawiguda;Olsztyński;11204;5911;5650;52,7579;50,4284
22;pomorskie;2206;kościerski;2206011;Kościerzyna;Gdański;23778;12443;11984;52,3299;50,3995
12;małopolskie;1201;bocheński;1201011;Bochnia;Tarnowski;29554;15472;14895;52,3516;50,3993
10;łódzkie;1020;zgierski;1020092;gm.w Zgierz;Łódzki;14682;7720;7398;52,5814;50,3882
22;pomorskie;2210;nowodworski;2210052;gm.w Sztutowo;Elbląski;3622;1895;1825;52,3192;50,3865
2;dolnośląskie;215;oławski;215033;gm.m-w. Jelcz-Laskowice;Wrocławski;23296;12205;11738;52,391;50,3863
12;małopolskie;1208;miechowski;1208012;gm.w Charsznica;Kielecki;7377;3908;3717;52,9755;50,3863
4;kujawsko-pomorskie;415;toruński;415092;gm.w Zławieś Wielka;Toruński;14675;7721;7393;52,6133;50,3782
12;małopolskie;1215;suski;1215011;Jordanów;Nowosądecki;5152;2708;2595;52,5621;50,3688
32;zachodniopomorskie;3216;świdwiński;3216042;gm.w Rąbino;Koszaliński;3501;1825;1763;52,128;50,357
4;kujawsko-pomorskie;403;bydgoski;403043;gm.m-w. Koronowo;Bydgoski;24109;12722;12139;52,7687;50,3505
24;śląskie;2410;pszczyński;2410053;gm.m-w. Pszczyna;;52823;27576;26587;52,2045;50,3322
32;zachodniopomorskie;3206;gryfiński;3206063;gm.m-w. Moryń;Szczeciński;4244;2241;2135;52,804;50,3063
24;śląskie;2405;gliwicki;2405042;gm.w Pilchowice;Katowicki;12138;6299;6105;51,8949;50,2966
4;kujawsko-pomorskie;407;inowrocławski;407022;gm.w Dąbrowa Biskupia;Bydgoski;5094;2649;2562;52,0024;50,2945
4;kujawsko-pomorskie;405;golubsko-dobrzyński;405011;Golub-Dobrzyń;Toruński;12412;6502;6242;52,3848;50,29
4;kujawsko-pomorskie;401;aleksandrowski;401072;gm.w Raciążek;Włocławski;3116;1621;1567;52,0218;50,2888
2;dolnośląskie;211;lubiński;211011;Lubin;;71710;37318;36056;52,0402;50,2803
8;lubuskie;801;gorzowski;801042;gm.w Kłodawa;Gorzowski;8769;4584;4408;52,2751;50,268
2;dolnośląskie;210;lubański;210021;Świeradów-Zdrój;Jeleniogórski;3995;2069;2008;51,7897;50,2628
28;warmińsko-mazurskie;2802;braniewski;2802011;Braniewo;Elbląski;16974;8836;8530;52,0561;50,2533
2;dolnośląskie;209;legnicki;209052;gm.w Legnickie Pole;Legnicki;5170;2682;2598;51,8762;50,2515
12;małopolskie;1203;chrzanowski;1203043;gm.m-w. Libiąż;Katowicki;22136;11451;11121;51,7302;50,2394
4;kujawsko-pomorskie;418;włocławski;418123;gm.m-w. Lubraniec;Włocławski;9318;4874;4681;52,3074;50,2361
30;wielkopolskie;3003;gnieźnieński;3003103;gm.m-w. Witkowo;Koniński;13512;7117;6786;52,6717;50,222
10;łódzkie;1006;łódzki wschodni;1006073;gm.m-w. Koluszki;Piotrkowski;23293;12077;11697;51,8482;50,2168
16;opolskie;1602;głubczycki;1602022;gm.w Branice;Opolski;6363;3279;3194;51,5323;50,1964
32;zachodniopomorskie;3206;gryfiński;3206023;gm.m-w. Cedynia;Szczeciński;4168;2195;2092;52,6631;50,1919
22;pomorskie;2203;człuchowski;2203023;gm.m-w. Czarne;Słupski;8949;4672;4491;52,207;50,1844
10;łódzkie;1012;radomszczański;1012011;Radomsko;;45353;23949;22759;52,8058;50,1819
24;śląskie;2468;Jaworzno;2468011;Jaworzno;;90368;46821;45344;51,8115;50,1771
4;kujawsko-pomorskie;415;toruński;415062;gm.w Łysomice;Toruński;10287;5362;5161;52,124;50,1701
30;wielkopolskie;3026;śremski;3026043;gm.m-w. Śrem;;42211;21862;21177;51,7922;50,1694
12;małopolskie;1206;krakowski;1206022;gm.w Igołomia-Wawrzeńczyce;Krakowski;7728;4097;3877;53,015;50,1682
32;zachodniopomorskie;3211;policki;3211022;gm.w Kołbaskowo;Szczeciński;13782;7211;6913;52,3219;50,1596
12;małopolskie;1203;chrzanowski;1203053;gm.m-w. Trzebinia;;33633;17529;16867;52,1185;50,1502
10;łódzkie;1018;wieruszowski;1018073;gm.m-w. Wieruszów;Kaliski;14184;7309;7112;51,5299;50,141
4;kujawsko-pomorskie;415;toruński;415011;Chełmża;Toruński;14362;7443;7201;51,8243;50,1393
22;pomorskie;2202;chojnicki;2202011;Chojnice;;39647;20495;19873;51,6937;50,1249
26;świętokrzyskie;2610;skarżyski;2610011;Skarżysko-Kamienna;;44260;23050;22173;52,0786;50,0972
28;warmińsko-mazurskie;2814;olsztyński;2814042;gm.w Dywity;Olsztyński;12274;6371;6146;51,9065;50,0733
30;wielkopolskie;3003;gnieźnieński;3003062;gm.w Łubowo;Poznański;6783;3540;3396;52,1893;50,0663
26;świętokrzyskie;2608;pińczowski;2608043;gm.m-w. Pińczów;Kielecki;20379;10606;10203;52,0438;50,0662
30;wielkopolskie;3010;koniński;3010032;gm.w Kazimierz Biskupi;Koniński;11496;5925;5755;51,5397;50,0609
2;dolnośląskie;207;kamiennogórski;207033;gm.m-w. Lubawka;Jeleniogórski;10759;5585;5383;51,91;50,0325
30;wielkopolskie;3005;grodziski;3005023;gm.m-w. Grodzisk Wielkopolski;Poznański;20095;10577;10054;52,635;50,0323
18;podkarpackie;1821;leski;1821022;gm.w Cisna;Krośnieński;1771;915;886;51,6657;50,0282
32;zachodniopomorskie;3203;drawski;3203052;gm.w Wierzchowo;Koszaliński;4192;2143;2097;51,1212;50,0239
8;lubuskie;810;żagański;810043;gm.m-w. Iłowa;Zielonogórski;6777;3485;3389;51,4239;50,0074
2;dolnośląskie;217;strzeliński;217043;gm.m-w. Strzelin;Wrocławski;22026;11411;11013;51,807;50
14;mazowieckie;1405;grodziski;1405062;gm.w Żabia Wola;Skierniewicki;9226;4816;4612;52,2003;49,9892
30;wielkopolskie;3061;Kalisz;3061011;Kalisz;;99106;51532;49540;51,9969;49,9869
24;śląskie;2416;zawierciański;2416032;gm.w Irządze;Częstochowski;2579;1335;1289;51,7642;49,9806
4;kujawsko-pomorskie;408;lipnowski;408011;Lipno;Włocławski;14283;7497;7138;52,489;49,9755
22;pomorskie;2215;wejherowski;2215011;Reda;Gdański;26707;13889;13344;52,0051;49,9644
24;śląskie;2406;kłobucki;2406013;gm.m-w. Kłobuck;Częstochowski;20213;10527;10097;52,0803;49,953
8;lubuskie;810;żagański;810011;Gozdnica;Zielonogórski;2977;1532;1487;51,4612;49,9496
24;śląskie;2409;myszkowski;2409042;gm.w Poraj;Częstochowski;10822;5647;5405;52,1807;49,9446
24;śląskie;2417;żywiecki;2417022;gm.w Czernichów;Bielski;6663;3445;3327;51,7034;49,9325
24;śląskie;2402;bielski;2402082;gm.w Porąbka;Bielski;15581;7997;7777;51,3253;49,9134
2;dolnośląskie;265;Wałbrzych;265011;Wałbrzych;;109971;56831;54881;51,6782;49,905
8;lubuskie;808;świebodziński;808032;gm.w Skąpe;Zielonogórski;5056;2627;2523;51,9581;49,9011
10;łódzkie;1006;łódzki wschodni;1006022;gm.w Andrespol;Łódzki;14307;7413;7135;51,8138;49,8707
30;wielkopolskie;3022;rawicki;3022033;gm.m-w. Miejska Górka;Leszczyński;9233;4837;4604;52,3882;49,8646
16;opolskie;1607;nyski;1607053;gm.m-w. Nysa;;56573;29100;28205;51,438;49,8559
30;wielkopolskie;3015;nowotomyski;3015032;gm.w Miedzichowo;Gorzowski;3737;1956;1863;52,3415;49,8528
10;łódzkie;1020;zgierski;1020043;gm.m-w. Aleksandrów Łódzki;;32685;16957;16294;51,8801;49,8516
30;wielkopolskie;3002;czarnkowsko-trzcianecki;3002083;gm.m-w. Wieleń;Pilski;12155;6341;6057;52,1678;49,8313
8;lubuskie;801;gorzowski;801011;Kostrzyn nad Odrą;Gorzowski;17704;9282;8816;52,4288;49,7967
30;wielkopolskie;3019;pilski;3019032;gm.w Kaczory;Pilski;7883;4113;3925;52,1756;49,7907
4;kujawsko-pomorskie;407;inowrocławski;407053;gm.m-w. Janikowo;Bydgoski;12961;6633;6449;51,1766;49,757
10;łódzkie;1016;tomaszowski;1016011;Tomaszów Mazowiecki;;61338;31632;30512;51,57;49,744
4;kujawsko-pomorskie;410;nakielski;410033;gm.m-w. Nakło nad Notecią;;31552;16251;15693;51,5055;49,7369
10;łódzkie;1020;zgierski;1020083;gm.m-w. Stryków;Łódzki;12681;6642;6306;52,3776;49,7279
8;lubuskie;806;strzelecko-drezdenecki;806013;gm.m-w. Dobiegniew;Gorzowski;6462;3316;3213;51,3154;49,7214
14;mazowieckie;1434;wołomiński;1434123;gm.m-w. Wołomin;;51726;26731;25716;51,6781;49,7158
10;łódzkie;1011;poddębicki;1011033;gm.m-w. Poddębice;Sieradzki;15371;8010;7641;52,1111;49,7105
14;mazowieckie;1429;sokołowski;1429011;Sokołów Podlaski;Siedlecki;18814;9654;9341;51,3129;49,6492
30;wielkopolskie;3025;średzki;3025012;gm.w Dominowo;Poznański;3180;1641;1578;51,6038;49,6226
12;małopolskie;1208;miechowski;1208022;gm.w Gołcza;Krakowski;6034;3113;2994;51,591;49,6188
32;zachodniopomorskie;3202;choszczeński;3202042;gm.w Krzęcin;Gorzowski;3622;1862;1796;51,4081;49,5859
28;warmińsko-mazurskie;2804;elbląski;2804093;gm.m-w. Tolkmicko;Elbląski;6528;3398;3236;52,0527;49,5711
30;wielkopolskie;3003;gnieźnieński;3003042;gm.w Kiszkowo;Poznański;5470;2848;2711;52,0658;49,5612
30;wielkopolskie;3005;grodziski;3005043;gm.m-w. Rakoniewice;Poznański;13191;6812;6537;51,6413;49,5565
4;kujawsko-pomorskie;411;radziejowski;411042;gm.w Osięciny;Włocławski;7529;3868;3729;51,3747;49,5285
12;małopolskie;1206;krakowski;1206143;gm.m-w. Świątniki Górne;Krakowski;10302;5288;5102;51,3298;49,5244
4;kujawsko-pomorskie;405;golubsko-dobrzyński;405022;gm.w Ciechocin;Toruński;4003;2057;1982;51,3865;49,5129
22;pomorskie;2209;malborski;2209062;gm.w Miłoradz;Elbląski;3341;1708;1654;51,1224;49,5061
22;pomorskie;2204;gdański;2204062;gm.w Pszczółki;Gdański;9927;5145;4913;51,8283;49,4913
24;śląskie;2414;bieruńsko-lędziński;2414011;Bieruń;Katowicki;19375;9927;9586;51,2361;49,4761
12;małopolskie;1219;wielicki;1219043;gm.m-w. Niepołomice;Krakowski;29638;15293;14663;51,5993;49,4736
14;mazowieckie;1403;garwoliński;1403011;Garwolin;Siedlecki;17548;9138;8681;52,0743;49,47
14;mazowieckie;1413;mławski;1413011;Mława;;31129;16235;15396;52,1539;49,4587
24;śląskie;2410;pszczyński;2410022;gm.w Kobiór;Katowicki;4971;2525;2458;50,7946;49,4468
2;dolnośląskie;217;strzeliński;217012;gm.w Borów;Wrocławski;5238;2689;2590;51,3364;49,4464
30;wielkopolskie;3011;kościański;3011032;gm.w Kościan;Leszczyński;16204;8346;8011;51,5058;49,4384
4;kujawsko-pomorskie;414;świecki;414093;gm.m-w. Świecie;;33851;17409;16734;51,4283;49,4343
24;śląskie;2402;bielski;2402093;gm.m-w. Wilamowice;Bielski;17794;9194;8794;51,6691;49,4212
4;kujawsko-pomorskie;419;żniński;419052;gm.w Rogowo;Bydgoski;6802;3513;3361;51,6466;49,4119
32;zachodniopomorskie;3214;stargardzki;3214062;gm.w Kobylanka;Szczeciński;5845;2989;2888;51,1377;49,4098
28;warmińsko-mazurskie;2815;ostródzki;2815011;Ostróda;;32714;16906;16161;51,6782;49,4009
12;małopolskie;1212;olkuski;1212073;gm.m-w. Wolbrom;Katowicki;22614;11794;11170;52,1535;49,3942
4;kujawsko-pomorskie;414;świecki;414082;gm.w Pruszcz;Bydgoski;9558;4950;4721;51,7891;49,3932
28;warmińsko-mazurskie;2803;działdowski;2803052;gm.w Płośnica;Ciechanowski;5540;2935;2736;52,9783;49,3863
24;śląskie;2416;zawierciański;2416053;gm.m-w. Łazy;Katowicki;15851;8106;7826;51,1387;49,3723
32;zachodniopomorskie;3207;kamieński;3207033;gm.m-w. Kamień Pomorski;Szczeciński;14217;7392;7019;51,9941;49,3705
8;lubuskie;803;międzyrzecki;803053;gm.m-w. Skwierzyna;Gorzowski;11948;6170;5895;51,6404;49,3388
32;zachodniopomorskie;3213;sławieński;3213021;Sławno;Słupski;12357;6326;6096;51,1937;49,3324
30;wielkopolskie;3009;kolski;3009011;Koło;Koniński;21247;10926;10478;51,4237;49,3152
22;pomorskie;2211;pucki;2211011;Hel;Gdański;3212;1777;1584;55,3238;49,3151
32;zachodniopomorskie;3204;goleniowski;3204023;gm.m-w. Goleniów;;36139;18677;17817;51,681;49,3013
32;zachodniopomorskie;3214;stargardzki;3214023;gm.m-w. Chociwel;Szczeciński;5733;2958;2826;51,596;49,2936
30;wielkopolskie;3010;koniński;3010043;gm.m-w. Kleczew;Koniński;9908;5084;4884;51,3121;49,2935
30;wielkopolskie;3010;koniński;3010013;gm.m-w. Golina;Koniński;12077;6156;5953;50,9729;49,292
6;lubelskie;619;włodawski;619011;Włodawa;Chełmski;12915;6579;6366;50,9408;49,2915
4;kujawsko-pomorskie;403;bydgoski;403032;gm.w Dobrcz;Bydgoski;11958;6067;5894;50,7359;49,2892
2;dolnośląskie;225;zgorzelecki;225021;Zgorzelec;Jeleniogórski;29810;15246;14692;51,1439;49,2855
14;mazowieckie;1438;żyrardowski;1438011;Żyrardów;;39550;20591;19489;52,0632;49,2769
4;kujawsko-pomorskie;407;inowrocławski;407092;gm.w Złotniki Kujawskie;Bydgoski;9175;4671;4521;50,9101;49,2752
8;lubuskie;811;żarski;811092;gm.w Tuplice;Zielonogórski;3022;1543;1489;51,0589;49,272
32;zachodniopomorskie;3214;stargardzki;3214033;gm.m-w. Dobrzany;Szczeciński;4762;2472;2346;51,911;49,265
22;pomorskie;2215;wejherowski;2215031;Wejherowo;;49099;25144;24185;51,2108;49,2576
2;dolnośląskie;208;kłodzki;208021;Kłodzko;Wałbrzyski;26421;13438;13013;50,8611;49,2525
14;mazowieckie;1404;gostyniński;1404011;Gostynin;Płocki;18355;9450;9030;51,4846;49,1964
26;świętokrzyskie;2610;skarżyski;2610053;gm.m-w. Suchedniów;Kielecki;10036;5153;4937;51,3452;49,1929
24;śląskie;2416;zawierciański;2416083;gm.m-w. Szczekociny;Częstochowski;7538;3838;3708;50,9154;49,1908
12;małopolskie;1206;krakowski;1206072;gm.w Liszki;Krakowski;17495;8969;8600;51,2661;49,1569
4;kujawsko-pomorskie;407;inowrocławski;407073;gm.m-w. Pakość;Bydgoski;9697;4966;4765;51,2117;49,1389
30;wielkopolskie;3024;szamotulski;3024063;gm.m-w. Pniewy;Poznański;12643;6531;6211;51,657;49,126
30;wielkopolskie;3001;chodzieski;3001023;gm.m-w. Budzyń;Pilski;8494;4363;4172;51,3657;49,117
30;wielkopolskie;3003;gnieźnieński;3003053;gm.m-w. Kłecko;Poznański;7431;3832;3649;51,5678;49,1051
30;wielkopolskie;3001;chodzieski;3001043;gm.m-w. Margonin;Pilski;6452;3321;3168;51,4724;49,1011
