wojewodztwo_teryt;wojewodztwo_nazwa;powiat_teryt;powiat_nazwa;gmina_teryt;gmina_nazwa;kategoria;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;%_zaczepionych;%_zaszczepionych_pe�n�_dawk�
24;śląskie;2416;zawierciański;2416102;gm.w Żarnowiec;Katowicki;4546;2225;2123;48,9441;46,7004
22;pomorskie;2205;kartuski;2205023;gm.m-w. Kartuzy;;34037;16411;15893;48,2152;46,6933
10;łódzkie;1016;tomaszowski;1016052;gm.w Inowłódz;Piotrkowski;3819;1840;1783;48,1802;46,6876
8;lubuskie;810;żagański;810092;gm.w Żagań;Zielonogórski;7317;3511;3414;47,9841;46,6585
24;śląskie;2404;częstochowski;2404112;gm.w Mykanów;Częstochowski;15164;7356;7075;48,5096;46,6566
4;kujawsko-pomorskie;402;brodnicki;402053;gm.m-w. Górzno;Toruński;3931;1908;1834;48,5373;46,6548
14;mazowieckie;1414;nowodworski;1414032;gm.w Leoncin;Warszawski;5588;2724;2607;48,7473;46,6535
16;opolskie;1605;krapkowicki;1605023;gm.m-w. Krapkowice;Opolski;22337;10670;10421;47,7683;46,6535
30;wielkopolskie;3013;leszczyński;3013033;gm.m-w. Osieczna;Leszczyński;9314;4483;4344;48,1318;46,6395
14;mazowieckie;1461;Ostrołęka;1461011;Ostrołęka;;51656;24949;24090;48,2984;46,6354
14;mazowieckie;1429;sokołowski;1429092;gm.w Sterdyń;Siedlecki;3819;1860;1781;48,7038;46,6352
6;lubelskie;606;krasnostawski;606011;Krasnystaw;Chełmski;18383;8965;8570;48,7679;46,6192
24;śląskie;2410;pszczyński;2410062;gm.w Suszec;Katowicki;12469;6027;5812;48,3359;46,6116
22;pomorskie;2207;kwidzyński;2207052;gm.w Ryjewo;Elbląski;5812;2831;2709;48,7096;46,6105
14;mazowieckie;1412;miński;1412062;gm.w Dobre;Siedlecki;5970;2873;2782;48,124;46,5997
14;mazowieckie;1438;żyrardowski;1438023;gm.m-w. Mszczonów;Skierniewicki;11440;5556;5331;48,5664;46,5997
32;zachodniopomorskie;3210;myśliborski;3210043;gm.m-w. Myślibórz;Gorzowski;19567;9420;9117;48,1423;46,5938
30;wielkopolskie;3017;ostrowski;3017052;gm.w Przygodzice;Kaliski;12232;5920;5699;48,3976;46,5909
2;dolnośląskie;218;średzki;218052;gm.w Udanin;Legnicki;5014;2397;2336;47,8061;46,5895
4;kujawsko-pomorskie;410;nakielski;410042;gm.w Sadki;Bydgoski;7253;3492;3379;48,1456;46,5876
4;kujawsko-pomorskie;418;włocławski;418052;gm.w Choceń;Włocławski;7910;3841;3685;48,5588;46,5866
10;łódzkie;1002;kutnowski;1002082;gm.w Nowe Ostrowy;Płocki;3398;1635;1583;48,1165;46,5862
26;świętokrzyskie;2606;opatowski;2606032;gm.w Lipnik;Tarnobrzeski;5137;2482;2393;48,3161;46,5836
14;mazowieckie;1435;wyszkowski;1435042;gm.w Somianka;Ostrołęcki;5626;2726;2620;48,4536;46,5695
18;podkarpackie;1809;lubaczowski;1809011;Lubaczów;Przemyski;11830;5733;5509;48,4615;46,568
14;mazowieckie;1405;grodziski;1405052;gm.w Jaktorów;Skierniewicki;12638;6167;5884;48,7973;46,558
22;pomorskie;2210;nowodworski;2210023;gm.m-w. Nowy Dwór Gdański;Elbląski;17607;8525;8197;48,4182;46,5553
14;mazowieckie;1401;białobrzeski;1401063;gm.m-w. Wyśmierzyce;Radomski;2767;1343;1288;48,5363;46,5486
8;lubuskie;804;nowosolski;804043;gm.m-w. Kożuchów;Zielonogórski;15901;7691;7401;48,368;46,5442
28;warmińsko-mazurskie;2815;ostródzki;2815083;gm.m-w. Morąg;Olsztyński;23973;11501;11158;47,9748;46,544
8;lubuskie;811;żarski;811063;gm.m-w. Lubsko;Zielonogórski;18254;8734;8495;47,847;46,5377
10;łódzkie;1001;bełchatowski;1001011;Bełchatów;;56419;26992;26253;47,842;46,5322
2;dolnośląskie;214;oleśnicki;214083;gm.m-w. Twardogóra;Wrocławski;12889;6209;5997;48,1729;46,528
14;mazowieckie;1425;radomski;1425033;gm.m-w. Iłża;Radomski;14571;7026;6779;48,2191;46,5239
26;świętokrzyskie;2609;sandomierski;2609082;gm.w Wilczyce;Tarnobrzeski;3646;1760;1696;48,2721;46,5167
6;lubelskie;614;puławski;614083;gm.m-w. Nałęczów;Lubelski;8881;4255;4131;47,9113;46,515
6;lubelskie;614;puławski;614092;gm.w Puławy;Lubelski;12162;5870;5657;48,2651;46,5137
4;kujawsko-pomorskie;414;świecki;414102;gm.w Świekatowo;Bydgoski;3640;1742;1693;47,8571;46,511
2;dolnośląskie;214;oleśnicki;214023;gm.m-w. Bierutów;Wrocławski;9873;4769;4592;48,3035;46,5107
30;wielkopolskie;3002;czarnkowsko-trzcianecki;3002022;gm.w Czarnków;Pilski;11471;5560;5334;48,4701;46,4999
14;mazowieckie;1411;makowski;1411092;gm.w Sypniewo;Ostrołęcki;3228;1535;1501;47,5527;46,4994
16;opolskie;1607;nyski;1607073;gm.m-w. Paczków;Opolski;12429;6038;5779;48,5799;46,4961
6;lubelskie;662;Chełm;662011;Chełm;;61135;29396;28425;48,0837;46,4955
2;dolnośląskie;203;głogowski;203032;gm.w Jerzmanowa;Legnicki;5347;2546;2486;47,6155;46,4934
24;śląskie;2407;lubliniecki;2407042;gm.w Herby;Częstochowski;6769;3255;3146;48,0869;46,4766
14;mazowieckie;1417;otwocki;1417062;gm.w Osieck;Siedlecki;3673;1759;1707;47,89;46,4743
22;pomorskie;2213;starogardzki;2213013;gm.m-w. Czarna Woda;Gdański;3131;1511;1455;48,2593;46,4708
30;wielkopolskie;3006;jarociński;3006032;gm.w Kotlin;Kaliski;7390;3556;3433;48,1191;46,4547
30;wielkopolskie;3002;czarnkowsko-trzcianecki;3002062;gm.w Połajewo;Pilski;6181;3002;2871;48,5682;46,4488
4;kujawsko-pomorskie;417;wąbrzeski;417032;gm.w Książki;Toruński;4141;1991;1923;48,0802;46,4381
4;kujawsko-pomorskie;410;nakielski;410023;gm.m-w. Mrocza;Bydgoski;9193;4382;4268;47,6667;46,4266
26;świętokrzyskie;2613;włoszczowski;2613042;gm.w Radków;Częstochowski;2501;1214;1161;48,5406;46,4214
24;śląskie;2406;kłobucki;2406062;gm.w Panki;Częstochowski;5035;2433;2337;48,3217;46,4151
10;łódzkie;1010;piotrkowski;1010022;gm.w Czarnocin;Piotrkowski;4141;1975;1922;47,6938;46,4139
24;śląskie;2417;żywiecki;2417072;gm.w Łękawica;Bielski;4560;2187;2116;47,9605;46,4035
10;łódzkie;1014;sieradzki;1014042;gm.w Brzeźnio;Sieradzki;6379;3060;2960;47,9699;46,4023
10;łódzkie;1011;poddębicki;1011052;gm.w Wartkowice;Sieradzki;6239;3000;2895;48,0846;46,4017
22;pomorskie;2212;słupski;2212102;gm.w Ustka;Słupski;8295;4025;3848;48,5232;46,3894
22;pomorskie;2212;słupski;2212062;gm.w Kobylnica;Słupski;13211;6302;6127;47,7027;46,378
22;pomorskie;2214;tczewski;2214062;gm.w Tczew;Gdański;15335;7336;7112;47,8383;46,3776
12;małopolskie;1210;nowosądecki;1210011;Grybów;Nowosądecki;5986;2856;2776;47,7113;46,3749
4;kujawsko-pomorskie;404;chełmiński;404052;gm.w Papowo Biskupie;Toruński;4300;2045;1994;47,5581;46,3721
24;śląskie;2415;wodzisławski;2415021;Radlin;Katowicki;17665;8381;8190;47,4441;46,3629
22;pomorskie;2213;starogardzki;2213112;gm.w Smętowo Graniczne;Gdański;5171;2539;2397;49,1008;46,3547
10;łódzkie;1010;piotrkowski;1010012;gm.w Aleksandrów;Piotrkowski;4279;2061;1982;48,1655;46,3192
24;śląskie;2406;kłobucki;2406023;gm.m-w. Krzepice;Częstochowski;9010;4320;4172;47,9467;46,3041
10;łódzkie;1005;łowicki;1005042;gm.w Domaniewice;Skierniewicki;4653;2212;2154;47,5392;46,2927
16;opolskie;1607;nyski;1607063;gm.m-w. Otmuchów;Opolski;13355;6416;6181;48,0419;46,2823
4;kujawsko-pomorskie;417;wąbrzeski;417042;gm.w Płużnica;Toruński;4771;2312;2208;48,4594;46,2796
14;mazowieckie;1402;ciechanowski;1402092;gm.w Sońsk;Ciechanowski;7671;3678;3550;47,9468;46,2782
12;małopolskie;1218;wadowicki;1218072;gm.w Stryszów;Bielski;6848;3266;3169;47,6928;46,2763
30;wielkopolskie;3010;koniński;3010092;gm.w Skulsk;Koniński;6096;2917;2821;47,851;46,2762
24;śląskie;2412;rybnicki;2412052;gm.w Świerklany;Katowicki;12540;5907;5802;47,1053;46,2679
12;małopolskie;1215;suski;1215092;gm.w Zembrzyce;Bielski;5611;2669;2595;47,5673;46,2484
22;pomorskie;2204;gdański;2204052;gm.w Przywidz;Gdański;5997;2864;2773;47,7572;46,2398
26;świętokrzyskie;2601;buski;2601072;gm.w Tuczępy;Kielecki;3690;1768;1706;47,9133;46,2331
28;warmińsko-mazurskie;2804;elbląski;2804052;gm.w Milejewo;Elbląski;3409;1651;1576;48,4306;46,2306
24;śląskie;2417;żywiecki;2417112;gm.w Rajcza;Bielski;8709;4135;4026;47,4796;46,228
10;łódzkie;1018;wieruszowski;1018022;gm.w Czastary;Kaliski;4000;1894;1849;47,35;46,225
4;kujawsko-pomorskie;413;sępoleński;413013;gm.m-w. Kamień Krajeński;Bydgoski;6834;3261;3158;47,7173;46,2101
6;lubelskie;614;puławski;614032;gm.w Janowiec;Lubelski;3666;1736;1694;47,3541;46,2084
26;świętokrzyskie;2613;włoszczowski;2613052;gm.w Secemin;Częstochowski;4725;2284;2183;48,3386;46,2011
10;łódzkie;1005;łowicki;1005072;gm.w Łowicz;Skierniewicki;7708;3699;3561;47,9891;46,1988
4;kujawsko-pomorskie;412;rypiński;412052;gm.w Skrwilno;Włocławski;5851;2796;2702;47,7867;46,1801
24;śląskie;2404;częstochowski;2404063;gm.m-w. Koniecpol;Częstochowski;9283;4459;4285;48,034;46,1596
32;zachodniopomorskie;3206;gryfiński;3206083;gm.m-w. Trzcińsko-Zdrój;Szczeciński;5174;2465;2388;47,6421;46,1538
12;małopolskie;1209;myślenicki;1209033;gm.m-w. Myślenice;;44519;21260;20545;47,7549;46,1488
14;mazowieckie;1434;wołomiński;1434093;gm.m-w. Radzymin;Warszawski;27882;13460;12867;48,2749;46,1481
14;mazowieckie;1424;pułtuski;1424032;gm.w Pokrzywnica;Ciechanowski;5032;2407;2322;47,8339;46,1447
30;wielkopolskie;3022;rawicki;3022042;gm.w Pakosław;Leszczyński;4902;2350;2262;47,9396;46,1444
32;zachodniopomorskie;3209;koszaliński;3209012;gm.w Będzino;Koszaliński;8639;4120;3985;47,6907;46,128
26;świętokrzyskie;2607;ostrowiecki;2607032;gm.w Bodzechów;Kielecki;13177;6243;6078;47,378;46,1258
22;pomorskie;2212;słupski;2212082;gm.w Słupsk;Słupski;18528;8831;8546;47,663;46,1248
26;świętokrzyskie;2609;sandomierski;2609072;gm.w Samborzec;Tarnobrzeski;8376;4017;3863;47,9585;46,1199
32;zachodniopomorskie;3206;gryfiński;3206092;gm.w Widuchowa;Szczeciński;5391;2566;2486;47,5978;46,1139
24;śląskie;2417;żywiecki;2417152;gm.w Węgierska Górka;Bielski;15040;7236;6935;48,1117;46,1104
2;dolnośląskie;223;wrocławski;223032;gm.w Jordanów Śląski;Wrocławski;3197;1528;1474;47,7948;46,1057
24;śląskie;2406;kłobucki;2406072;gm.w Popów;Częstochowski;5835;2830;2690;48,5004;46,1011
2;dolnośląskie;218;średzki;218022;gm.w Malczyce;Wrocławski;5881;2817;2711;47,9;46,0976
30;wielkopolskie;3013;leszczyński;3013022;gm.w Lipno;Leszczyński;8658;4102;3991;47,3781;46,0961
12;małopolskie;1219;wielicki;1219022;gm.w Gdów;Krakowski;18388;8739;8473;47,5256;46,079
24;śląskie;2408;mikołowski;2408031;Orzesze;Katowicki;21290;10071;9810;47,3039;46,078
4;kujawsko-pomorskie;409;mogileński;409033;gm.m-w. Mogilno;Bydgoski;24518;11831;11296;48,2543;46,0723
20;podlaskie;2002;białostocki;2002042;gm.w Gródek;Białostocki;5093;2429;2346;47,6929;46,0632
2;dolnośląskie;217;strzeliński;217022;gm.w Kondratowice;Wrocławski;4199;2007;1934;47,7971;46,0586
32;zachodniopomorskie;3206;gryfiński;3206012;gm.w Banie;Szczeciński;6253;2967;2880;47,4492;46,0579
24;śląskie;2478;Zabrze;2478011;Zabrze;;170924;81104;78722;47,4503;46,0567
14;mazowieckie;1411;makowski;1411062;gm.w Płoniawy-Bramura;Ostrołęcki;5244;2528;2415;48,2075;46,0526
12;małopolskie;1214;proszowicki;1214062;gm.w Radziemice;Krakowski;3329;1600;1533;48,0625;46,0499
2;dolnośląskie;225;zgorzelecki;225033;gm.m-w. Bogatynia;Jeleniogórski;22633;10679;10421;47,1833;46,0434
4;kujawsko-pomorskie;412;rypiński;412062;gm.w Wąpielsk;Toruński;3953;1877;1820;47,4829;46,041
14;mazowieckie;1413;mławski;1413022;gm.w Dzierzgowo;Ciechanowski;3039;1453;1399;47,8118;46,0349
14;mazowieckie;1423;przysuski;1423022;gm.w Gielniów;Radomski;4456;2124;2051;47,6661;46,0278
10;łódzkie;1002;kutnowski;1002043;gm.m-w. Krośniewice;Płocki;8239;3903;3791;47,3723;46,0129
6;lubelskie;617;świdnicki;617042;gm.w Rybczewice;Lubelski;3347;1586;1540;47,3857;46,0114
12;małopolskie;1214;proszowicki;1214012;gm.w Koniusza;Krakowski;8987;4281;4135;47,6355;46,0109
4;kujawsko-pomorskie;404;chełmiński;404062;gm.w Stolno;Toruński;5304;2478;2440;46,7195;46,003
22;pomorskie;2202;chojnicki;2202052;gm.w Konarzyny;Słupski;2285;1089;1051;47,6586;45,9956
24;śląskie;2405;gliwicki;2405052;gm.w Rudziniec;Katowicki;10682;5038;4913;47,1635;45,9933
10;łódzkie;1010;piotrkowski;1010082;gm.w Rozprza;Piotrkowski;12310;5809;5660;47,1893;45,9789
32;zachodniopomorskie;3205;gryficki;3205032;gm.w Karnice;Szczeciński;3965;1898;1823;47,8689;45,9773
26;świętokrzyskie;2609;sandomierski;2609022;gm.w Dwikozy;Tarnobrzeski;8650;4104;3977;47,4451;45,9769
8;lubuskie;811;żarski;811102;gm.w Żary;Zielonogórski;12281;5790;5645;47,146;45,9653
28;warmińsko-mazurskie;2808;kętrzyński;2808053;gm.m-w. Reszel;Olsztyński;7464;3538;3430;47,4009;45,9539
10;łódzkie;1005;łowicki;1005032;gm.w Chąśno;Skierniewicki;2912;1378;1338;47,3214;45,9478
26;świętokrzyskie;2609;sandomierski;2609052;gm.w Łoniów;Tarnobrzeski;7444;3521;3420;47,2998;45,943
8;lubuskie;810;żagański;810082;gm.w Wymiarki;Zielonogórski;2218;1037;1019;46,7538;45,9423
28;warmińsko-mazurskie;2811;nidzicki;2811043;gm.m-w. Nidzica;Olsztyński;20888;9985;9596;47,8026;45,9403
30;wielkopolskie;3013;leszczyński;3013052;gm.w Święciechowa;Leszczyński;8214;3876;3773;47,1877;45,9338
14;mazowieckie;1419;płocki;1419082;gm.w Mała Wieś;Płocki;5913;2791;2716;47,2011;45,9327
8;lubuskie;806;strzelecko-drezdenecki;806023;gm.m-w. Drezdenko;Gorzowski;17009;8068;7812;47,4337;45,9286
24;śląskie;2416;zawierciański;2416073;gm.m-w. Pilica;Katowicki;8534;4020;3918;47,1057;45,9105
30;wielkopolskie;3010;koniński;3010112;gm.w Stare Miasto;Koniński;12497;5927;5737;47,4274;45,907
10;łódzkie;1003;łaski;1003042;gm.w Widawa;Sieradzki;7272;3403;3338;46,7959;45,9021
14;mazowieckie;1428;sochaczewski;1428052;gm.w Nowa Sucha;Skierniewicki;6702;3173;3076;47,3441;45,8967
4;kujawsko-pomorskie;415;toruński;415022;gm.w Chełmża;Toruński;9811;4622;4502;47,1104;45,8873
28;warmińsko-mazurskie;2804;elbląski;2804063;gm.m-w. Młynary;Elbląski;4411;2100;2024;47,6083;45,8853
22;pomorskie;2201;bytowski;2201023;gm.m-w. Bytów;Słupski;25372;12063;11641;47,5445;45,8813
30;wielkopolskie;3028;wągrowiecki;3028072;gm.w Wągrowiec;Pilski;12338;5929;5660;48,0548;45,8745
14;mazowieckie;1419;płocki;1419072;gm.w Łąck;Płocki;5376;2562;2466;47,6563;45,8705
30;wielkopolskie;3031;złotowski;3031023;gm.m-w. Jastrowie;Pilski;11415;5356;5236;46,9207;45,8695
32;zachodniopomorskie;3209;koszaliński;3209063;gm.m-w. Polanów;Koszaliński;8532;4036;3913;47,3043;45,8626
6;lubelskie;664;Zamość;664011;Zamość;;62785;29805;28794;47,4715;45,8613
12;małopolskie;1210;nowosądecki;1210113;gm.m-w. Muszyna;Nowosądecki;11535;5433;5290;47,1001;45,8604
8;lubuskie;804;nowosolski;804073;gm.m-w. Otyń;Zielonogórski;7079;3383;3246;47,7892;45,8539
2;dolnośląskie;204;górowski;204043;gm.m-w. Wąsosz;Leszczyński;7064;3316;3239;46,9422;45,8522
14;mazowieckie;1411;makowski;1411052;gm.w Młynarze;Ostrołęcki;1734;823;795;47,4625;45,8478
32;zachodniopomorskie;3218;łobeski;3218043;gm.m-w. Resko;Szczeciński;7885;3750;3615;47,5587;45,8465
22;pomorskie;2201;bytowski;2201063;gm.m-w. Miastko;Słupski;19315;9132;8853;47,2793;45,8348
30;wielkopolskie;3018;ostrzeszowski;3018063;gm.m-w. Mikstat;Kaliski;5990;2815;2745;46,995;45,8264
26;świętokrzyskie;2601;buski;2601043;gm.m-w. Pacanów;Kielecki;7269;3470;3331;47,737;45,8247
18;podkarpackie;1862;Przemyśl;1862011;Przemyśl;;59779;28298;27392;47,3377;45,8221
26;świętokrzyskie;2613;włoszczowski;2613012;gm.w Kluczewsko;Piotrkowski;5157;2470;2363;47,8961;45,8212
4;kujawsko-pomorskie;418;włocławski;418132;gm.w Włocławek;Włocławski;7365;3467;3374;47,074;45,8113
2;dolnośląskie;219;świdnicki;219083;gm.m-w. Żarów;Wałbrzyski;12335;5823;5650;47,2071;45,8046
2;dolnośląskie;209;legnicki;209032;gm.w Krotoszyce;Legnicki;3301;1586;1512;48,046;45,8043
14;mazowieckie;1424;pułtuski;1424012;gm.w Gzy;Ciechanowski;3736;1776;1711;47,5375;45,7976
32;zachodniopomorskie;3207;kamieński;3207023;gm.m-w. Golczewo;Szczeciński;5844;2784;2676;47,6386;45,7906
30;wielkopolskie;3012;krotoszyński;3012063;gm.m-w. Zduny;Kaliski;7558;3586;3460;47,4464;45,7793
2;dolnośląskie;212;lwówecki;212053;gm.m-w. Wleń;Jeleniogórski;4214;2027;1929;48,1016;45,776
26;świętokrzyskie;2612;staszowski;2612053;gm.m-w. Połaniec;Tarnobrzeski;11683;5535;5348;47,3765;45,7759
10;łódzkie;1015;skierniewicki;1015072;gm.w Nowy Kawęczyn;Skierniewicki;3373;1601;1544;47,4652;45,7753
14;mazowieckie;1424;pułtuski;1424062;gm.w Winnica;Ciechanowski;4101;1938;1877;47,2568;45,7693
30;wielkopolskie;3010;koniński;3010052;gm.w Kramsk;Koniński;11337;5388;5187;47,5258;45,7528
10;łódzkie;1011;poddębicki;1011012;gm.w Dalików;Sieradzki;3920;1893;1793;48,2908;45,7398
2;dolnośląskie;208;kłodzki;208083;gm.m-w. Lądek-Zdrój;Wałbrzyski;8120;3811;3714;46,9335;45,7389
14;mazowieckie;1419;płocki;1419032;gm.w Brudzeń Duży;Płocki;8236;3908;3767;47,4502;45,7382
8;lubuskie;802;krośnieński;802042;gm.w Dąbie;Zielonogórski;4923;2324;2251;47,207;45,7242
28;warmińsko-mazurskie;2802;braniewski;2802053;gm.m-w. Pieniężno;Elbląski;6111;2908;2794;47,5863;45,7208
30;wielkopolskie;3010;koniński;3010082;gm.w Rzgów;Koniński;7257;3482;3317;47,9813;45,7076
12;małopolskie;1219;wielicki;1219012;gm.w Biskupice;Krakowski;10556;4987;4824;47,2433;45,6991
30;wielkopolskie;3003;gnieźnieński;3003093;gm.m-w. Trzemeszno;Bydgoski;14222;6718;6497;47,2367;45,6827
30;wielkopolskie;3028;wągrowiecki;3028053;gm.m-w. Skoki;Poznański;9822;4766;4485;48,5237;45,6628
30;wielkopolskie;3010;koniński;3010132;gm.w Wierzbinek;Koniński;7216;3402;3295;47,1452;45,6624
16;opolskie;1608;oleski;1608062;gm.w Rudniki;Częstochowski;8082;3803;3690;47,0552;45,657
22;pomorskie;2203;człuchowski;2203062;gm.w Przechlewo;Słupski;6273;2951;2864;47,0429;45,656
10;łódzkie;1008;pabianicki;1008032;gm.w Dłutów;Piotrkowski;4692;2206;2142;47,0162;45,6522
28;warmińsko-mazurskie;2801;bartoszycki;2801032;gm.w Bartoszyce;Olsztyński;10630;5019;4852;47,2154;45,6444
12;małopolskie;1218;wadowicki;1218013;gm.m-w. Andrychów;;43285;20462;19755;47,2727;45,6394
24;śląskie;2411;raciborski;2411011;Racibórz;;54259;25429;24761;46,866;45,6348
24;śląskie;2411;raciborski;2411022;gm.w Kornowac;Katowicki;5165;2407;2357;46,6021;45,6341
10;łódzkie;1008;pabianicki;1008042;gm.w Dobroń;Sieradzki;7802;3684;3560;47,2187;45,6293
28;warmińsko-mazurskie;2816;piski;2816043;gm.m-w. Ruciane-Nida;Suwalski;7952;3751;3628;47,1705;45,6237
22;pomorskie;2206;kościerski;2206032;gm.w Karsin;Gdański;6260;2968;2856;47,4121;45,623
12;małopolskie;1201;bocheński;1201063;gm.m-w. Nowy Wiśnicz;Tarnowski;14250;6717;6501;47,1368;45,6211
26;świętokrzyskie;2604;kielecki;2604033;gm.m-w. Chęciny;Kielecki;15031;7103;6857;47,2557;45,6191
2;dolnośląskie;222;wołowski;222033;gm.m-w. Wołów;Wrocławski;22318;10551;10177;47,2757;45,6
14;mazowieckie;1411;makowski;1411032;gm.w Karniewo;Ciechanowski;5117;2512;2333;49,0913;45,5931
30;wielkopolskie;3003;gnieźnieński;3003072;gm.w Mieleszyn;Poznański;4012;1892;1829;47,1585;45,5882
30;wielkopolskie;3002;czarnkowsko-trzcianecki;3002043;gm.m-w. Krzyż Wielkopolski;Pilski;8644;4123;3940;47,6978;45,5807
24;śląskie;2406;kłobucki;2406032;gm.w Lipie;Częstochowski;6204;2941;2827;47,4049;45,5674
12;małopolskie;1218;wadowicki;1218102;gm.w Wieprz;Bielski;12504;5877;5697;47,001;45,5614
22;pomorskie;2206;kościerski;2206022;gm.w Dziemiany;Gdański;4425;2082;2016;47,0508;45,5593
10;łódzkie;1009;pajęczański;1009043;gm.m-w. Pajęczno;Częstochowski;11491;5392;5234;46,9237;45,5487
10;łódzkie;1010;piotrkowski;1010113;gm.m-w. Wolbórz;Piotrkowski;7836;3716;3569;47,4222;45,5462
28;warmińsko-mazurskie;2814;olsztyński;2814082;gm.w Kolno;Olsztyński;3085;1469;1405;47,6175;45,5429
28;warmińsko-mazurskie;2810;mrągowski;2810023;gm.m-w. Mikołajki;Suwalski;8079;3836;3679;47,4811;45,5378
10;łódzkie;1018;wieruszowski;1018043;gm.m-w. Lututów;Sieradzki;4559;2106;2076;46,1943;45,5363
8;lubuskie;805;słubicki;805013;gm.m-w. Cybinka;Zielonogórski;6474;3097;2948;47,8375;45,536
30;wielkopolskie;3012;krotoszyński;3012011;Sulmierzyce;Kaliski;2831;1316;1289;46,4853;45,5316
22;pomorskie;2214;tczewski;2214043;gm.m-w. Pelplin;Gdański;16021;7657;7294;47,7935;45,5277
4;kujawsko-pomorskie;414;świecki;414052;gm.w Lniano;Bydgoski;4312;2023;1963;46,9156;45,5241
8;lubuskie;809;zielonogórski;809022;gm.w Bojadła;Zielonogórski;3282;1549;1494;47,1968;45,521
32;zachodniopomorskie;3210;myśliborski;3210013;gm.m-w. Barlinek;Gorzowski;19220;9068;8749;47,18;45,5203
26;świętokrzyskie;2601;buski;2601083;gm.m-w. Wiślica;Kielecki;5420;2624;2467;48,4133;45,5166
30;wielkopolskie;3026;śremski;3026023;gm.m-w. Dolsk;Poznański;5908;2782;2689;47,0887;45,5146
22;pomorskie;2211;pucki;2211072;gm.w Puck;Gdański;27069;12803;12320;47,2976;45,5133
2;dolnośląskie;208;kłodzki;208092;gm.w Lewin Kłodzki;Wałbrzyski;1921;913;874;47,5273;45,4971
8;lubuskie;802;krośnieński;802072;gm.w Maszewo;Zielonogórski;2787;1311;1268;47,0398;45,497
10;łódzkie;1020;zgierski;1020072;gm.w Parzęczew;Łódzki;5163;2436;2349;47,1819;45,4968
2;dolnośląskie;220;trzebnicki;220052;gm.w Zawonia;Wrocławski;5913;2784;2690;47,0827;45,493
4;kujawsko-pomorskie;419;żniński;419043;gm.m-w. Łabiszyn;Bydgoski;10343;4814;4705;46,5436;45,4897
14;mazowieckie;1412;miński;1412052;gm.w Dębe Wielkie;Siedlecki;10684;5068;4860;47,4354;45,4886
16;opolskie;1601;brzeski;1601033;gm.m-w. Grodków;Opolski;18984;9110;8635;47,9878;45,4857
24;śląskie;2405;gliwicki;2405021;Pyskowice;Katowicki;18455;8668;8394;46,9683;45,4836
4;kujawsko-pomorskie;418;włocławski;418072;gm.w Fabianki;Włocławski;10178;4753;4628;46,6988;45,4706
2;dolnośląskie;208;kłodzki;208133;gm.m-w. Stronie Śląskie;Wałbrzyski;7451;3506;3387;47,0541;45,457
2;dolnośląskie;206;karkonoski;206072;gm.w Mysłakowice;Jeleniogórski;10104;4723;4592;46,7439;45,4473
12;małopolskie;1218;wadowicki;1218042;gm.w Lanckorona;Bielski;6225;2904;2829;46,6506;45,4458
4;kujawsko-pomorskie;406;grudziądzki;406043;gm.m-w. Radzyń Chełmiński;Toruński;4608;2218;2094;48,1337;45,4427
10;łódzkie;1021;brzeziński;1021042;gm.w Jeżów;Skierniewicki;3328;1553;1512;46,6647;45,4327
32;zachodniopomorskie;3203;drawski;3203063;gm.m-w. Złocieniec;Koszaliński;16212;7639;7365;47,1194;45,4293
30;wielkopolskie;3007;kaliski;3007012;gm.w Blizanów;Kaliski;9932;4662;4512;46,9392;45,4289
10;łódzkie;1012;radomszczański;1012062;gm.w Kobiele Wielkie;Piotrkowski;4388;2076;1993;47,3108;45,4193
24;śląskie;2405;gliwicki;2405063;gm.m-w. Sośnicowice;Katowicki;8906;4190;4045;47,0469;45,4188
10;łódzkie;1010;piotrkowski;1010042;gm.w Grabica;Piotrkowski;6077;2847;2760;46,8488;45,4171
2;dolnośląskie;209;legnicki;209062;gm.w Miłkowice;Legnicki;6822;3183;3098;46,6579;45,4119
