teryt,powiat_miasto,zarazenia,zgony,data
1809,lubaczowski,35.0,1.0,2020-11-24
1810,łańcucki,55.0,3.0,2020-11-24
1811,mielecki,29.0,0.0,2020-11-24
1812,niżański,20.0,0.0,2020-11-24
1813,przemyski,15.0,1.0,2020-11-24
1814,przeworski,13.0,0.0,2020-11-24
1815,ropczycko-sędziszowski,2.0,2.0,2020-11-24
1816,rzeszowski,68.0,0.0,2020-11-24
1817,sanocki,24.0,0.0,2020-11-24
1818,stalowowolski,13.0,2.0,2020-11-24
1819,strzyżowski,15.0,2.0,2020-11-24
1820,tarnobrzeski,18.0,0.0,2020-11-24
1821,leski,2.0,1.0,2020-11-24
1861,Krosno,10.0,2.0,2020-11-24
1862,Przemyśl,12.0,2.0,2020-11-24
1863,Rzeszów,100.0,2.0,2020-11-24
1864,Tarnobrzeg,7.0,1.0,2020-11-24
2001,augustowski,39.0,1.0,2020-11-24
2002,białostocki,79.0,1.0,2020-11-24
2003,bielski,34.0,1.0,2020-11-24
2004,grajewski,42.0,2.0,2020-11-24
2005,hajnowski,13.0,2.0,2020-11-24
2006,kolneński,8.0,0.0,2020-11-24
2007,łomżyński,13.0,3.0,2020-11-24
2008,moniecki,23.0,0.0,2020-11-24
2009,sejneński,11.0,0.0,2020-11-24
2010,siemiatycki,7.0,0.0,2020-11-24
2011,sokólski,7.0,0.0,2020-11-24
2012,suwalski,4.0,1.0,2020-11-24
2013,wysokomazowiecki,15.0,1.0,2020-11-24
2014,zambrowski,10.0,1.0,2020-11-24
2061,Białystok,98.0,0.0,2020-11-24
2062,Łomża,33.0,0.0,2020-11-24
2063,Suwałki,13.0,0.0,2020-11-24
2201,bytowski,23.0,2.0,2020-11-24
2202,chojnicki,31.0,0.0,2020-11-24
2203,człuchowski,15.0,4.0,2020-11-24
2204,gdański,65.0,1.0,2020-11-24
2205,kartuski,58.0,6.0,2020-11-24
2206,kościerski,23.0,1.0,2020-11-24
2207,kwidzyński,91.0,0.0,2020-11-24
2208,lęborski,11.0,0.0,2020-11-24
2209,malborski,24.0,1.0,2020-11-24
2210,nowodworski,22.0,1.0,2020-11-24
2211,pucki,32.0,0.0,2020-11-24
2212,słupski,62.0,0.0,2020-11-24
2213,starogardzki,13.0,0.0,2020-11-24
2214,tczewski,85.0,1.0,2020-11-24
2215,wejherowski,110.0,2.0,2020-11-24
2216,sztumski,15.0,1.0,2020-11-24
2261,Gdańsk,268.0,3.0,2020-11-24
2262,Gdynia,115.0,2.0,2020-11-24
2263,Słupsk,64.0,0.0,2020-11-24
2264,Sopot,11.0,0.0,2020-11-24
2401,będziński,54.0,0.0,2020-11-24
2402,bielski,89.0,2.0,2020-11-24
2403,cieszyński,55.0,3.0,2020-11-24
2404,częstochowski,32.0,1.0,2020-11-24
2405,gliwicki,79.0,0.0,2020-11-24
2406,kłobucki,26.0,4.0,2020-11-24
2407,lubliniecki,20.0,0.0,2020-11-24
2408,mikołowski,36.0,0.0,2020-11-24
2409,myszkowski,6.0,2.0,2020-11-24
2410,pszczyński,29.0,1.0,2020-11-24
2411,raciborski,45.0,1.0,2020-11-24
2412,rybnicki,38.0,2.0,2020-11-24
2413,tarnogórski,90.0,0.0,2020-11-24
2414,bieruńsko-lędziński,26.0,2.0,2020-11-24
2415,wodzisławski,41.0,1.0,2020-11-24
2416,zawierciański,42.0,1.0,2020-11-24
2417,żywiecki,81.0,2.0,2020-11-24
2461,Bielsko-Biała,87.0,1.0,2020-11-24
2462,Bytom,69.0,1.0,2020-11-24
2463,Chorzów,49.0,1.0,2020-11-24
2464,Częstochowa,85.0,5.0,2020-11-24
2465,Dąbrowa Górnicza,27.0,0.0,2020-11-24
2466,Gliwice,104.0,0.0,2020-11-24
2467,Jastrzębie-Zdrój,35.0,0.0,2020-11-24
2468,Jaworzno,36.0,1.0,2020-11-24
2469,Katowice,120.0,1.0,2020-11-24
2470,Mysłowice,32.0,1.0,2020-11-24
2471,Piekary Śląskie,28.0,0.0,2020-11-24
2472,Ruda Śląska,92.0,3.0,2020-11-24
2473,Rybnik,55.0,5.0,2020-11-24
2474,Siemianowice Śląskie,20.0,1.0,2020-11-24
2475,Sosnowiec,90.0,7.0,2020-11-24
2476,Świętochłowice,18.0,0.0,2020-11-24
2477,Tychy,75.0,3.0,2020-11-24
2478,Zabrze,90.0,1.0,2020-11-24
2479,Żory,37.0,0.0,2020-11-24
2601,buski,37.0,2.0,2020-11-24
2602,jędrzejowski,9.0,0.0,2020-11-24
2603,kazimierski,2.0,0.0,2020-11-24
2604,kielecki,49.0,3.0,2020-11-24
2605,konecki,15.0,1.0,2020-11-24
2606,opatowski,24.0,4.0,2020-11-24
2607,ostrowiecki,31.0,3.0,2020-11-24
2608,pińczowski,15.0,1.0,2020-11-24
2609,sandomierski,6.0,0.0,2020-11-24
2610,skarżyski,15.0,0.0,2020-11-24
2611,starachowicki,17.0,1.0,2020-11-24
2612,staszowski,9.0,0.0,2020-11-24
2613,włoszczowski,6.0,1.0,2020-11-24
2661,Kielce,66.0,3.0,2020-11-24
2801,bartoszycki,41.0,2.0,2020-11-24
2802,braniewski,8.0,2.0,2020-11-24
2803,działdowski,20.0,5.0,2020-11-24
2804,elbląski,60.0,2.0,2020-11-24
2805,ełcki,46.0,4.0,2020-11-24
2806,giżycki,14.0,0.0,2020-11-24
2807,iławski,78.0,2.0,2020-11-24
2808,kętrzyński,17.0,0.0,2020-11-24
2809,lidzbarski,52.0,1.0,2020-11-24
2810,mrągowski,9.0,2.0,2020-11-24
2811,nidzicki,17.0,0.0,2020-11-24
2812,nowomiejski,10.0,3.0,2020-11-24
2813,olecki,16.0,4.0,2020-11-24
2814,olsztyński,111.0,1.0,2020-11-24
2815,ostródzki,44.0,4.0,2020-11-24
2816,piski,3.0,1.0,2020-11-24
2817,szczycieński,34.0,0.0,2020-11-24
2818,gołdapski,16.0,0.0,2020-11-24
2819,węgorzewski,8.0,0.0,2020-11-24
2861,Elbląg,110.0,0.0,2020-11-24
2862,Olsztyn,146.0,1.0,2020-11-24
3001,chodzieski,6.0,2.0,2020-11-24
3002,czarnkowsko-trzcianecki,43.0,0.0,2020-11-24
3003,gnieźnieński,41.0,2.0,2020-11-24
3004,gostyński,10.0,4.0,2020-11-24
3005,grodziski,22.0,2.0,2020-11-24
3006,jarociński,7.0,4.0,2020-11-24
3007,kaliski,15.0,0.0,2020-11-24
3008,kępiński,22.0,3.0,2020-11-24
3009,kolski,8.0,3.0,2020-11-24
3010,koniński,16.0,2.0,2020-11-24
3011,kościański,11.0,1.0,2020-11-24
3012,krotoszyński,17.0,0.0,2020-11-24
3013,leszczyński,28.0,0.0,2020-11-24
3014,międzychodzki,2.0,0.0,2020-11-24
3015,nowotomyski,44.0,0.0,2020-11-24
3016,obornicki,24.0,1.0,2020-11-24
3017,ostrowski,42.0,1.0,2020-11-24
3018,ostrzeszowski,13.0,0.0,2020-11-24
3019,pilski,122.0,2.0,2020-11-24
3020,pleszewski,5.0,1.0,2020-11-24
3021,poznański,250.0,12.0,2020-11-24
3022,rawicki,16.0,0.0,2020-11-24
3023,słupecki,9.0,1.0,2020-11-24
3024,szamotulski,21.0,0.0,2020-11-24
3025,średzki,24.0,1.0,2020-11-24
3026,śremski,4.0,4.0,2020-11-24
3027,turecki,13.0,2.0,2020-11-24
3028,wągrowiecki,16.0,3.0,2020-11-24
3029,wolsztyński,19.0,0.0,2020-11-24
3030,wrzesiński,60.0,0.0,2020-11-24
3031,złotowski,74.0,2.0,2020-11-24
3061,Kalisz,28.0,1.0,2020-11-24
3062,Konin,9.0,1.0,2020-11-24
3063,Leszno,65.0,1.0,2020-11-24
3064,Poznań,312.0,10.0,2020-11-24
3201,białogardzki,37.0,0.0,2020-11-24
3202,choszczeński,4.0,0.0,2020-11-24
3203,drawski,40.0,0.0,2020-11-24
3204,goleniowski,49.0,1.0,2020-11-24
3205,gryficki,21.0,0.0,2020-11-24
3206,gryfiński,33.0,1.0,2020-11-24
3207,kamieński,24.0,1.0,2020-11-24
3208,kołobrzeski,33.0,3.0,2020-11-24
3209,koszaliński,18.0,0.0,2020-11-24
3210,myśliborski,32.0,0.0,2020-11-24
3211,policki,66.0,1.0,2020-11-24
3212,pyrzycki,28.0,0.0,2020-11-24
3213,sławieński,17.0,0.0,2020-11-24
3214,stargardzki,81.0,1.0,2020-11-24
3215,szczecinecki,63.0,1.0,2020-11-24
3216,świdwiński,30.0,0.0,2020-11-24
3217,wałecki,20.0,2.0,2020-11-24
3218,łobeski,23.0,2.0,2020-11-24
3261,Koszalin,36.0,0.0,2020-11-24
3262,Szczecin,335.0,4.0,2020-11-24
3263,Świnoujście,24.0,0.0,2020-11-24
0000,Cały kraj,16846.0,580.0,2020-11-25
0201,bolesławiecki,75.0,1.0,2020-11-25
0202,dzierżoniowski,21.0,2.0,2020-11-25
0203,głogowski,47.0,1.0,2020-11-25
0204,górowski,4.0,0.0,2020-11-25
0205,jaworski,23.0,0.0,2020-11-25
0206,jeleniogórski,29.0,5.0,2020-11-25
0207,kamiennogórski,2.0,0.0,2020-11-25
0208,kłodzki,45.0,0.0,2020-11-25
0209,legnicki,58.0,1.0,2020-11-25
0210,lubański,53.0,1.0,2020-11-25
0211,lubiński,9.0,2.0,2020-11-25
0212,lwówecki,13.0,2.0,2020-11-25
0213,milicki,15.0,0.0,2020-11-25
0214,oleśnicki,47.0,1.0,2020-11-25
0215,oławski,31.0,0.0,2020-11-25
0216,polkowicki,18.0,2.0,2020-11-25
0217,strzeliński,19.0,3.0,2020-11-25
0218,średzki,25.0,5.0,2020-11-25
0219,świdnicki,76.0,4.0,2020-11-25
0220,trzebnicki,19.0,0.0,2020-11-25
0221,wałbrzyski,11.0,4.0,2020-11-25
0222,wołowski,8.0,2.0,2020-11-25
0223,wrocławski,68.0,14.0,2020-11-25
0224,ząbkowicki,7.0,1.0,2020-11-25
0225,zgorzelecki,28.0,0.0,2020-11-25
0226,złotoryjski,11.0,0.0,2020-11-25
0261,Jelenia Góra,23.0,0.0,2020-11-25
0262,Legnica,42.0,0.0,2020-11-25
0264,Wrocław,267.0,0.0,2020-11-25
0265,Wałbrzych,23.0,0.0,2020-11-25
0401,aleksandrowski,29.0,0.0,2020-11-25
0402,brodnicki,19.0,0.0,2020-11-25
0403,bydgoski,60.0,0.0,2020-11-25
0404,chełmiński,37.0,0.0,2020-11-25
0405,golubsko-dobrzyński,42.0,0.0,2020-11-25
0406,grudziądzki,25.0,0.0,2020-11-25
0407,inowrocławski,59.0,0.0,2020-11-25
0408,lipnowski,27.0,0.0,2020-11-25
0409,mogileński,20.0,0.0,2020-11-25
0410,nakielski,56.0,0.0,2020-11-25
0411,radziejowski,39.0,1.0,2020-11-25
0412,rypiński,15.0,1.0,2020-11-25
0413,sępoleński,30.0,4.0,2020-11-25
0414,świecki,78.0,11.0,2020-11-25
0415,toruński,74.0,0.0,2020-11-25
0416,tucholski,34.0,0.0,2020-11-25
0417,wąbrzeski,26.0,0.0,2020-11-25
0418,włocławski,50.0,0.0,2020-11-25
0419,żniński,34.0,0.0,2020-11-25
0461,Bydgoszcz,210.0,1.0,2020-11-25
0462,Grudziądz,58.0,1.0,2020-11-25
0463,Toruń,142.0,4.0,2020-11-25
0464,Włocławek,49.0,1.0,2020-11-25
0601,bialski,29.0,5.0,2020-11-25
0602,biłgorajski,24.0,2.0,2020-11-25
0603,chełmski,44.0,0.0,2020-11-25
0604,hrubieszowski,21.0,0.0,2020-11-25
0605,janowski,12.0,0.0,2020-11-25
0606,krasnostawski,40.0,3.0,2020-11-25
0607,kraśnicki,52.0,0.0,2020-11-25
0608,lubartowski,24.0,1.0,2020-11-25
0609,lubelski,101.0,2.0,2020-11-25
0610,łęczyński,17.0,2.0,2020-11-25
0611,łukowski,41.0,0.0,2020-11-25
0612,opolski,44.0,1.0,2020-11-25
0613,parczewski,28.0,2.0,2020-11-25
0614,puławski,76.0,1.0,2020-11-25
0615,radzyński,13.0,0.0,2020-11-25
0616,rycki,20.0,1.0,2020-11-25
0617,świdnicki,28.0,1.0,2020-11-25
0618,tomaszowski,14.0,2.0,2020-11-25
0619,włodawski,10.0,0.0,2020-11-25
0620,zamojski,36.0,0.0,2020-11-25
0661,Biała Podlaska,41.0,2.0,2020-11-25
0662,Chełm,50.0,0.0,2020-11-25
0663,Lublin,220.0,5.0,2020-11-25
0664,Zamość,42.0,0.0,2020-11-25
0801,gorzowski,63.0,0.0,2020-11-25
0802,krośnieński,67.0,0.0,2020-11-25
0803,międzyrzecki,34.0,0.0,2020-11-25
0804,nowosolski,16.0,1.0,2020-11-25
0805,słubicki,40.0,0.0,2020-11-25
0806,strzelecko-drezdenecki,14.0,0.0,2020-11-25
0807,sulęciński,31.0,0.0,2020-11-25
0808,świebodziński,33.0,2.0,2020-11-25
0809,zielonogórski,17.0,0.0,2020-11-25
0810,żagański,40.0,0.0,2020-11-25
0811,żarski,43.0,0.0,2020-11-25
0812,wschowski,13.0,2.0,2020-11-25
0861,Gorzów Wielkopolski,62.0,2.0,2020-11-25
0862,Zielona Góra,37.0,0.0,2020-11-25
1001,bełchatowski,42.0,0.0,2020-11-25
1002,kutnowski,74.0,0.0,2020-11-25
1003,łaski,8.0,2.0,2020-11-25
1004,łęczycki,29.0,0.0,2020-11-25
1005,łowicki,40.0,1.0,2020-11-25
1006,łódzki wschodni,51.0,0.0,2020-11-25
1007,opoczyński,15.0,0.0,2020-11-25
1008,pabianicki,126.0,0.0,2020-11-25
1009,pajęczański,32.0,3.0,2020-11-25
1010,piotrkowski,18.0,0.0,2020-11-25
1011,poddębicki,20.0,0.0,2020-11-25
1012,radomszczański,35.0,12.0,2020-11-25
1013,rawski,14.0,1.0,2020-11-25
1014,sieradzki,37.0,3.0,2020-11-25
1015,skierniewicki,11.0,0.0,2020-11-25
1016,tomaszowski,27.0,0.0,2020-11-25
1017,wieluński,18.0,0.0,2020-11-25
1018,wieruszowski,6.0,3.0,2020-11-25
1019,zduńskowolski,29.0,2.0,2020-11-25
1020,zgierski,86.0,3.0,2020-11-25
1021,brzeziński,9.0,6.0,2020-11-25
1061,Łódź,330.0,0.0,2020-11-25
1062,Piotrków Trybunalski,25.0,0.0,2020-11-25
1063,Skierniewice,24.0,1.0,2020-11-25
1201,bocheński,25.0,1.0,2020-11-25
1202,brzeski,18.0,2.0,2020-11-25
1203,chrzanowski,48.0,0.0,2020-11-25
1204,dąbrowski,19.0,0.0,2020-11-25
1205,gorlicki,14.0,0.0,2020-11-25
1206,krakowski,82.0,3.0,2020-11-25
1207,limanowski,40.0,1.0,2020-11-25
1208,miechowski,11.0,2.0,2020-11-25
1209,myślenicki,32.0,0.0,2020-11-25
1210,nowosądecki,35.0,1.0,2020-11-25
1211,nowotarski,24.0,5.0,2020-11-25
1212,olkuski,35.0,1.0,2020-11-25
1213,oświęcimski,47.0,1.0,2020-11-25
1214,proszowicki,2.0,4.0,2020-11-25
1215,suski,30.0,0.0,2020-11-25
1216,tarnowski,36.0,0.0,2020-11-25
1217,tatrzański,10.0,1.0,2020-11-25
1218,wadowicki,43.0,4.0,2020-11-25
1219,wielicki,37.0,2.0,2020-11-25
1261,Kraków,289.0,12.0,2020-11-25
1262,Nowy Sącz,15.0,0.0,2020-11-25
1263,Tarnów,25.0,0.0,2020-11-25
1401,białobrzeski,2.0,0.0,2020-11-25
1402,ciechanowski,28.0,0.0,2020-11-25
1403,garwoliński,11.0,2.0,2020-11-25
1404,gostyniński,11.0,1.0,2020-11-25
1405,grodziski,148.0,3.0,2020-11-25
1406,grójecki,16.0,0.0,2020-11-25
1407,kozienicki,20.0,1.0,2020-11-25
1408,legionowski,21.0,2.0,2020-11-25
1409,lipski,4.0,3.0,2020-11-25
1410,łosicki,4.0,2.0,2020-11-25
1411,makowski,13.0,2.0,2020-11-25
1412,miński,76.0,0.0,2020-11-25
1413,mławski,11.0,1.0,2020-11-25
1414,nowodworski,18.0,2.0,2020-11-25
1415,ostrołęcki,5.0,0.0,2020-11-25
1416,ostrowski,17.0,2.0,2020-11-25
1417,otwocki,22.0,0.0,2020-11-25
1418,piaseczyński,60.0,0.0,2020-11-25
1419,płocki,51.0,2.0,2020-11-25
1420,płoński,11.0,0.0,2020-11-25
1421,pruszkowski,94.0,3.0,2020-11-25
1422,przasnyski,14.0,0.0,2020-11-25
1423,przysuski,16.0,0.0,2020-11-25
1424,pułtuski,4.0,0.0,2020-11-25
1425,radomski,29.0,2.0,2020-11-25
1426,siedlecki,17.0,5.0,2020-11-25
1427,sierpecki,14.0,0.0,2020-11-25
1428,sochaczewski,37.0,0.0,2020-11-25
1429,sokołowski,12.0,1.0,2020-11-25
1430,szydłowiecki,4.0,1.0,2020-11-25
1432,warszawski zachodni,61.0,0.0,2020-11-25
1433,węgrowski,11.0,3.0,2020-11-25
1434,wołomiński,128.0,2.0,2020-11-25
1435,wyszkowski,11.0,3.0,2020-11-25
1436,zwoleński,11.0,0.0,2020-11-25
1437,żuromiński,10.0,0.0,2020-11-25
1438,żyrardowski,27.0,4.0,2020-11-25
1461,Ostrołęka,10.0,0.0,2020-11-25
1462,Płock,53.0,3.0,2020-11-25
1463,Radom,45.0,0.0,2020-11-25
1464,Siedlce,25.0,4.0,2020-11-25
1465,Warszawa,606.0,20.0,2020-11-25
1601,brzeski,41.0,1.0,2020-11-25
1602,głubczycki,32.0,0.0,2020-11-25
1603,kędzierzyńsko-kozielski,53.0,0.0,2020-11-25
1604,kluczborski,9.0,1.0,2020-11-25
1605,krapkowicki,56.0,0.0,2020-11-25
1606,namysłowski,29.0,1.0,2020-11-25
1607,nyski,92.0,8.0,2020-11-25
1608,oleski,17.0,3.0,2020-11-25
1609,opolski,101.0,2.0,2020-11-25
1610,prudnicki,32.0,0.0,2020-11-25
1611,strzelecki,48.0,5.0,2020-11-25
1661,Opole,77.0,2.0,2020-11-25
1801,bieszczadzki,5.0,2.0,2020-11-25
1802,brzozowski,15.0,1.0,2020-11-25
1803,dębicki,25.0,5.0,2020-11-25
1804,jarosławski,46.0,7.0,2020-11-25
1805,jasielski,107.0,6.0,2020-11-25
1806,kolbuszowski,6.0,0.0,2020-11-25
1807,krośnieński,53.0,8.0,2020-11-25
1808,leżajski,10.0,0.0,2020-11-25
1809,lubaczowski,37.0,1.0,2020-11-25
1810,łańcucki,33.0,2.0,2020-11-25
1811,mielecki,24.0,8.0,2020-11-25
1812,niżański,23.0,9.0,2020-11-25
1813,przemyski,33.0,0.0,2020-11-25
1814,przeworski,13.0,5.0,2020-11-25
1815,ropczycko-sędziszowski,8.0,0.0,2020-11-25
1816,rzeszowski,53.0,2.0,2020-11-25
1817,sanocki,24.0,2.0,2020-11-25
1818,stalowowolski,31.0,2.0,2020-11-25
1819,strzyżowski,11.0,1.0,2020-11-25
1820,tarnobrzeski,24.0,0.0,2020-11-25
1821,leski,12.0,2.0,2020-11-25
1861,Krosno,23.0,1.0,2020-11-25
1862,Przemyśl,26.0,0.0,2020-11-25
1863,Rzeszów,91.0,2.0,2020-11-25
1864,Tarnobrzeg,19.0,3.0,2020-11-25
2001,augustowski,15.0,3.0,2020-11-25
2002,białostocki,72.0,5.0,2020-11-25
2003,bielski,22.0,0.0,2020-11-25
2004,grajewski,7.0,0.0,2020-11-25
2005,hajnowski,12.0,5.0,2020-11-25
2006,kolneński,10.0,1.0,2020-11-25
2007,łomżyński,4.0,0.0,2020-11-25
2008,moniecki,0.0,0.0,2020-11-25
2009,sejneński,9.0,0.0,2020-11-25
2010,siemiatycki,14.0,2.0,2020-11-25
2011,sokólski,46.0,1.0,2020-11-25
2012,suwalski,17.0,0.0,2020-11-25
2013,wysokomazowiecki,7.0,1.0,2020-11-25
2014,zambrowski,5.0,0.0,2020-11-25
2061,Białystok,158.0,6.0,2020-11-25
2062,Łomża,21.0,0.0,2020-11-25
2063,Suwałki,48.0,0.0,2020-11-25
2201,bytowski,35.0,1.0,2020-11-25
2202,chojnicki,46.0,1.0,2020-11-25
2203,człuchowski,23.0,3.0,2020-11-25
2204,gdański,80.0,1.0,2020-11-25
2205,kartuski,47.0,3.0,2020-11-25
2206,kościerski,42.0,1.0,2020-11-25
2207,kwidzyński,37.0,0.0,2020-11-25
2208,lęborski,21.0,2.0,2020-11-25
2209,malborski,33.0,1.0,2020-11-25
2210,nowodworski,11.0,2.0,2020-11-25
2211,pucki,53.0,1.0,2020-11-25
2212,słupski,64.0,1.0,2020-11-25
2213,starogardzki,34.0,1.0,2020-11-25
2214,tczewski,80.0,2.0,2020-11-25
2215,wejherowski,87.0,5.0,2020-11-25
2216,sztumski,27.0,1.0,2020-11-25
2261,Gdańsk,183.0,2.0,2020-11-25
2262,Gdynia,129.0,2.0,2020-11-25
2263,Słupsk,71.0,2.0,2020-11-25
2264,Sopot,9.0,0.0,2020-11-25
2401,będziński,49.0,0.0,2020-11-25
2402,bielski,63.0,0.0,2020-11-25
2403,cieszyński,61.0,1.0,2020-11-25
2404,częstochowski,44.0,1.0,2020-11-25
2405,gliwicki,71.0,0.0,2020-11-25
2406,kłobucki,32.0,4.0,2020-11-25
2407,lubliniecki,59.0,1.0,2020-11-25
2408,mikołowski,72.0,3.0,2020-11-25
2409,myszkowski,35.0,3.0,2020-11-25
2410,pszczyński,35.0,0.0,2020-11-25
2411,raciborski,42.0,3.0,2020-11-25
2412,rybnicki,27.0,4.0,2020-11-25
2413,tarnogórski,75.0,0.0,2020-11-25
2414,bieruńsko-lędziński,11.0,0.0,2020-11-25
2415,wodzisławski,43.0,7.0,2020-11-25
2416,zawierciański,46.0,0.0,2020-11-25
2417,żywiecki,36.0,0.0,2020-11-25
2461,Bielsko-Biała,65.0,0.0,2020-11-25
2462,Bytom,53.0,1.0,2020-11-25
2463,Chorzów,46.0,5.0,2020-11-25
2464,Częstochowa,86.0,9.0,2020-11-25
2465,Dąbrowa Górnicza,70.0,3.0,2020-11-25
2466,Gliwice,82.0,0.0,2020-11-25
2467,Jastrzębie-Zdrój,29.0,1.0,2020-11-25
2468,Jaworzno,48.0,1.0,2020-11-25
2469,Katowice,133.0,3.0,2020-11-25
2470,Mysłowice,20.0,2.0,2020-11-25
2471,Piekary Śląskie,13.0,0.0,2020-11-25
2472,Ruda Śląska,66.0,8.0,2020-11-25
2473,Rybnik,62.0,1.0,2020-11-25
2474,Siemianowice Śląskie,33.0,2.0,2020-11-25
2475,Sosnowiec,70.0,1.0,2020-11-25
2476,Świętochłowice,27.0,1.0,2020-11-25
2477,Tychy,74.0,2.0,2020-11-25
2478,Zabrze,58.0,0.0,2020-11-25
2479,Żory,24.0,2.0,2020-11-25
2601,buski,9.0,0.0,2020-11-25
2602,jędrzejowski,30.0,1.0,2020-11-25
2603,kazimierski,3.0,0.0,2020-11-25
2604,kielecki,52.0,0.0,2020-11-25
2605,konecki,33.0,0.0,2020-11-25
2606,opatowski,25.0,2.0,2020-11-25
2607,ostrowiecki,44.0,3.0,2020-11-25
2608,pińczowski,16.0,0.0,2020-11-25
2609,sandomierski,63.0,0.0,2020-11-25
2610,skarżyski,31.0,0.0,2020-11-25
2611,starachowicki,80.0,2.0,2020-11-25
2612,staszowski,11.0,0.0,2020-11-25
2613,włoszczowski,12.0,1.0,2020-11-25
2661,Kielce,62.0,1.0,2020-11-25
2801,bartoszycki,51.0,2.0,2020-11-25
2802,braniewski,47.0,0.0,2020-11-25
2803,działdowski,66.0,0.0,2020-11-25
2804,elbląski,51.0,0.0,2020-11-25
2805,ełcki,78.0,0.0,2020-11-25
2806,giżycki,44.0,0.0,2020-11-25
2807,iławski,79.0,0.0,2020-11-25
2808,kętrzyński,35.0,3.0,2020-11-25
2809,lidzbarski,44.0,3.0,2020-11-25
2810,mrągowski,48.0,1.0,2020-11-25
2811,nidzicki,21.0,0.0,2020-11-25
2812,nowomiejski,30.0,0.0,2020-11-25
2813,olecki,60.0,0.0,2020-11-25
2814,olsztyński,73.0,0.0,2020-11-25
2815,ostródzki,69.0,4.0,2020-11-25
2816,piski,69.0,2.0,2020-11-25
2817,szczycieński,39.0,1.0,2020-11-25
2818,gołdapski,9.0,2.0,2020-11-25
2819,węgorzewski,13.0,0.0,2020-11-25
2861,Elbląg,144.0,4.0,2020-11-25
2862,Olsztyn,142.0,0.0,2020-11-25
3001,chodzieski,32.0,0.0,2020-11-25
3002,czarnkowsko-trzcianecki,72.0,0.0,2020-11-25
3003,gnieźnieński,31.0,3.0,2020-11-25
3004,gostyński,13.0,1.0,2020-11-25
3005,grodziski,10.0,1.0,2020-11-25
3006,jarociński,26.0,1.0,2020-11-25
3007,kaliski,8.0,0.0,2020-11-25
3008,kępiński,39.0,1.0,2020-11-25
3009,kolski,16.0,4.0,2020-11-25
3010,koniński,55.0,3.0,2020-11-25
3011,kościański,41.0,2.0,2020-11-25
3012,krotoszyński,34.0,0.0,2020-11-25
3013,leszczyński,23.0,0.0,2020-11-25
3014,międzychodzki,10.0,3.0,2020-11-25
3015,nowotomyski,6.0,2.0,2020-11-25
3016,obornicki,55.0,1.0,2020-11-25
3017,ostrowski,50.0,1.0,2020-11-25
3018,ostrzeszowski,29.0,2.0,2020-11-25
3019,pilski,80.0,1.0,2020-11-25
3020,pleszewski,22.0,1.0,2020-11-25
3021,poznański,251.0,0.0,2020-11-25
3022,rawicki,20.0,2.0,2020-11-25
3023,słupecki,59.0,0.0,2020-11-25
3024,szamotulski,48.0,1.0,2020-11-25
3025,średzki,22.0,4.0,2020-11-25
3026,śremski,62.0,1.0,2020-11-25
3027,turecki,36.0,0.0,2020-11-25
3028,wągrowiecki,25.0,1.0,2020-11-25
3029,wolsztyński,20.0,0.0,2020-11-25
3030,wrzesiński,83.0,2.0,2020-11-25
3031,złotowski,34.0,1.0,2020-11-25
3061,Kalisz,30.0,2.0,2020-11-25
3062,Konin,63.0,0.0,2020-11-25
3063,Leszno,33.0,1.0,2020-11-25
3064,Poznań,233.0,3.0,2020-11-25
3201,białogardzki,19.0,0.0,2020-11-25
3202,choszczeński,3.0,0.0,2020-11-25
3203,drawski,25.0,1.0,2020-11-25
3204,goleniowski,48.0,1.0,2020-11-25
3205,gryficki,29.0,1.0,2020-11-25
3206,gryfiński,30.0,1.0,2020-11-25
3207,kamieński,31.0,0.0,2020-11-25
3208,kołobrzeski,45.0,2.0,2020-11-25
3209,koszaliński,33.0,0.0,2020-11-25
3210,myśliborski,38.0,0.0,2020-11-25
3211,policki,48.0,1.0,2020-11-25
3212,pyrzycki,13.0,0.0,2020-11-25
3213,sławieński,24.0,1.0,2020-11-25
3214,stargardzki,85.0,1.0,2020-11-25
3215,szczecinecki,51.0,5.0,2020-11-25
3216,świdwiński,21.0,2.0,2020-11-25
3217,wałecki,41.0,0.0,2020-11-25
3218,łobeski,21.0,0.0,2020-11-25
3261,Koszalin,38.0,0.0,2020-11-25
3262,Szczecin,326.0,6.0,2020-11-25
3263,Świnoujście,25.0,1.0,2020-11-25
0000,Cały kraj,17059.0,579.0,2020-11-26
0201,bolesławiecki,44.0,1.0,2020-11-26
0202,dzierżoniowski,53.0,0.0,2020-11-26
0203,głogowski,48.0,1.0,2020-11-26
0204,górowski,47.0,0.0,2020-11-26
0205,jaworski,8.0,0.0,2020-11-26
0206,jeleniogórski,20.0,1.0,2020-11-26
0207,kamiennogórski,26.0,0.0,2020-11-26
0208,kłodzki,62.0,26.0,2020-11-26
0209,legnicki,46.0,0.0,2020-11-26
0210,lubański,14.0,3.0,2020-11-26
0211,lubiński,77.0,3.0,2020-11-26
0212,lwówecki,2.0,0.0,2020-11-26
0213,milicki,21.0,0.0,2020-11-26
0214,oleśnicki,32.0,0.0,2020-11-26
0215,oławski,53.0,2.0,2020-11-26
0216,polkowicki,18.0,0.0,2020-11-26
0217,strzeliński,4.0,1.0,2020-11-26
0218,średzki,19.0,1.0,2020-11-26
